codigo comunidad,comunidad,codigo provincia,provincia,año,nacimientos,defunciones,ratio_natalidad_mortalidad
07,Castilla y León,09,Burgos,1988,3.151,3.112,1.0125321336760924
07,Castilla y León,09,Burgos,1987,3.108,2.993,1.0384229869695958
07,Castilla y León,09,Burgos,1986,3.315,3.041,1.090101940151266
07,Castilla y León,09,Burgos,1985,3.441,2.974,1.1570275722932077
07,Castilla y León,09,Burgos,1984,3.449,2.809,1.2278390886436452
07,Castilla y León,09,Burgos,1983,3.828,2.734,1.4001463057790782
07,Castilla y León,09,Burgos,1982,3.877,2.387,1.624214495182237
07,Castilla y León,09,Burgos,1981,4.076,2.556,1.594679186228482
07,Castilla y León,09,Burgos,1980,4.309,2.664,1.6174924924924925
07,Castilla y León,09,Burgos,1979,4.612,2.742,1.6819839533187455
07,Castilla y León,09,Burgos,1978,5.056,2.861,1.7672142607479902
07,Castilla y León,09,Burgos,1977,5.365,2.989,1.7949146871863502
07,Castilla y León,09,Burgos,1976,5.739,3.086,1.8596889176928062
07,Castilla y León,09,Burgos,1975,5.515,3.032,1.8189313984168864
07,Castilla y León,09,Burgos,1974,5.58,3.142,1.7759388924252069
07,Castilla y León,09,Burgos,1973,5.531,3.279,1.6867947544983226
07,Castilla y León,09,Burgos,1972,5.576,3.213,1.7354497354497354
07,Castilla y León,09,Burgos,1971,5.708,3.745,1.5241655540720962
07,Castilla y León,09,Burgos,1970,5.622,3.127,1.7978893508154783
07,Castilla y León,09,Burgos,1969,5.862,3.468,1.6903114186851211
07,Castilla y León,09,Burgos,1968,6.029,3.346,1.8018529587567245
07,Castilla y León,09,Burgos,1967,5.903,3.377,1.7480011844832692
07,Castilla y León,09,Burgos,1966,5.975,3.27,1.8272171253822629
07,Castilla y León,09,Burgos,1965,6.38,3.422,1.8644067796610169
07,Castilla y León,09,Burgos,1964,6.778,3.414,1.9853544229642646
07,Castilla y León,09,Burgos,1963,7.074,3.627,1.9503722084367245
07,Castilla y León,09,Burgos,1962,7.197,3.838,1.8751954142782699
07,Castilla y León,09,Burgos,1961,7.454,3.54,2.105649717514124
07,Castilla y León,09,Burgos,1960,7.945,3.609,2.201440842338598
07,Castilla y León,09,Burgos,1959,7.995,3.775,2.117880794701987
07,Castilla y León,09,Burgos,1958,8.126,3.676,2.210554951033732
07,Castilla y León,09,Burgos,1957,8.437,4.255,1.9828437132784957
07,Castilla y León,09,Burgos,1956,8.382,4.173,2.00862688713156
07,Castilla y León,09,Burgos,1955,8.415,4.18,2.013157894736842
07,Castilla y León,09,Burgos,1954,8.39,3.988,2.103811434302909
07,Castilla y León,09,Burgos,1953,8.759,4.286,2.0436304246383576
07,Castilla y León,09,Burgos,1952,9.019,4.052,2.2258144126357355
07,Castilla y León,09,Burgos,1951,8.826,4.987,1.769801483858031
07,Castilla y León,09,Burgos,1950,9.192,4.499,2.0431206934874417
07,Castilla y León,09,Burgos,1949,9.501,4.773,1.9905719673161533
07,Castilla y León,09,Burgos,1948,9.926,4.62,2.1484848484848484
07,Castilla y León,09,Burgos,1947,8.903,4.797,1.8559516364394415
07,Castilla y León,09,Burgos,1946,9.255,4.991,1.8543378080544983
07,Castilla y León,09,Burgos,1945,9.894,5.496,1.8002183406113537
07,Castilla y León,09,Burgos,1944,9.452,5.33,1.773358348968105
07,Castilla y León,09,Burgos,1943,9.859,5.618,1.7548949804200782
07,Castilla y León,09,Burgos,1942,9.283,5.995,1.5484570475396162
07,Castilla y León,09,Burgos,1941,9.07,6.844,1.325248392752776
11,Extremadura,10,Cáceres,2022,2.204,5.04,0.43730158730158736
11,Extremadura,10,Cáceres,2021,2.376,4.889,0.48598895479648185
11,Extremadura,10,Cáceres,2020,2.399,5.629,0.4261858234144609
11,Extremadura,10,Cáceres,2019,2.456,4.478,0.5484591335417597
11,Extremadura,10,Cáceres,2018,2.576,4.538,0.5676509475539885
11,Extremadura,10,Cáceres,2017,2.743,4.689,0.5849861377692471
11,Extremadura,10,Cáceres,2016,2.881,4.482,0.6427933958054439
11,Extremadura,10,Cáceres,2015,2.96,4.621,0.6405539926422852
11,Extremadura,10,Cáceres,2014,2.979,4.239,0.7027600849256901
11,Extremadura,10,Cáceres,2013,2.909,4.435,0.6559188275084555
11,Extremadura,10,Cáceres,2012,2.937,4.533,0.6479152878888153
11,Extremadura,10,Cáceres,2011,3.299,4.176,0.7899904214559387
11,Extremadura,10,Cáceres,2010,3.309,4.174,0.7927647340680403
11,Extremadura,10,Cáceres,2009,3.361,4.175,0.8050299401197606
11,Extremadura,10,Cáceres,2008,3.53,4.083,0.8645603722752877
11,Extremadura,10,Cáceres,2007,3.42,4.242,0.8062234794908062
11,Extremadura,10,Cáceres,2006,3.421,3.997,0.8558919189392044
11,Extremadura,10,Cáceres,2005,3.467,4.318,0.8029180176007412
11,Extremadura,10,Cáceres,2004,3.478,4.115,0.8452004860267315
11,Extremadura,10,Cáceres,2003,3.398,4.477,0.7589903953540317
11,Extremadura,10,Cáceres,2002,3.385,4.013,0.8435085970595564
11,Extremadura,10,Cáceres,2001,3.408,4.133,0.8245826276312606
11,Extremadura,10,Cáceres,2000,3.606,4.06,0.8881773399014778
11,Extremadura,10,Cáceres,1999,3.48,4.27,0.8149882903981266
11,Extremadura,10,Cáceres,1998,3.553,4.212,0.8435422602089269
11,Extremadura,10,Cáceres,1997,3.579,4.101,0.872713972201902
11,Extremadura,10,Cáceres,1996,3.705,4.109,0.9016792406911658
11,Extremadura,10,Cáceres,1995,3.758,4.06,0.9256157635467981
11,Extremadura,10,Cáceres,1994,3.92,3.919,1.000255167134473
11,Extremadura,10,Cáceres,1993,3.998,4.01,0.9970074812967582
11,Extremadura,10,Cáceres,1992,4.203,3.915,1.0735632183908046
11,Extremadura,10,Cáceres,1991,4.17,4.004,1.0414585414585416
11,Extremadura,10,Cáceres,1990,4.234,4.071,1.040039302382707
11,Extremadura,10,Cáceres,1989,4.397,4.017,1.0945979586756285
11,Extremadura,10,Cáceres,1988,4.679,3.915,1.1951468710089401
11,Extremadura,10,Cáceres,1987,4.945,3.883,1.2734998712335823
11,Extremadura,10,Cáceres,1986,5.01,3.993,1.2546957175056348
11,Extremadura,10,Cáceres,1985,5.046,4.149,1.2161966738973247
11,Extremadura,10,Cáceres,1984,4.751,3.958,1.2003537139969682
11,Extremadura,10,Cáceres,1983,5.044,4.144,1.2171814671814671
11,Extremadura,10,Cáceres,1982,5.331,3.755,1.4197070572569908
11,Extremadura,10,Cáceres,1981,5.318,3.949,1.3466700430488732
11,Extremadura,10,Cáceres,1980,5.605,3.991,1.4044099223252318
11,Extremadura,10,Cáceres,1979,5.524,3.946,1.3998986315255955
11,Extremadura,10,Cáceres,1978,5.75,3.91,1.4705882352941175
11,Extremadura,10,Cáceres,1977,5.783,3.925,1.473375796178344
11,Extremadura,10,Cáceres,1976,5.999,3.977,1.5084234347498113
11,Extremadura,10,Cáceres,1975,5.868,4.025,1.4578881987577639
11,Extremadura,10,Cáceres,1974,6.181,4.168,1.4829654510556622
11,Extremadura,10,Cáceres,1973,6.688,3.993,1.674931129476584
11,Extremadura,10,Cáceres,1972,6.886,3.948,1.7441742654508612
11,Extremadura,10,Cáceres,1971,7.161,4.207,1.70216306156406
11,Extremadura,10,Cáceres,1970,7.543,4.118,1.8317144244779018
11,Extremadura,10,Cáceres,1969,8.333,4.434,1.8793414524131709
11,Extremadura,10,Cáceres,1968,8.886,4.247,2.092300447374617
11,Extremadura,10,Cáceres,1967,9.069,4.24,2.1389150943396227
11,Extremadura,10,Cáceres,1966,9.846,4.326,2.2760055478502084
11,Extremadura,10,Cáceres,1965,10.361,4.472,2.316860465116279
11,Extremadura,10,Cáceres,1964,11.504,4.608,2.4965277777777777
11,Extremadura,10,Cáceres,1963,11.891,4.909,2.422285597881442
11,Extremadura,10,Cáceres,1962,12.401,4.791,2.588394907117512
11,Extremadura,10,Cáceres,1961,12.532,4.67,2.683511777301927
11,Extremadura,10,Cáceres,1960,13.218,4.842,2.729863692688972
11,Extremadura,10,Cáceres,1959,13.121,5.161,2.54233675644255
11,Extremadura,10,Cáceres,1958,13.03,4.945,2.6349848331648125
11,Extremadura,10,Cáceres,1957,12.834,5.623,2.2824115240974567
11,Extremadura,10,Cáceres,1956,12.652,5.368,2.3569299552906107
11,Extremadura,10,Cáceres,1955,12.832,5.475,2.343744292237443
11,Extremadura,10,Cáceres,1954,12.953,5.547,2.3351361096087975
11,Extremadura,10,Cáceres,1953,13.708,5.697,2.40617869053888
11,Extremadura,10,Cáceres,1952,13.796,5.638,2.4469670095778646
11,Extremadura,10,Cáceres,1951,13.37,6.517,2.0515574650912995
11,Extremadura,10,Cáceres,1950,12.784,6.132,2.0848010437051534
11,Extremadura,10,Cáceres,1949,14.0,6.652,2.1046301864101022
11,Extremadura,10,Cáceres,1948,15.127,6.551,2.309113112501908
11,Extremadura,10,Cáceres,1947,13.157,6.744,1.9509193357058126
11,Extremadura,10,Cáceres,1946,12.994,7.282,1.7843998901400713
11,Extremadura,10,Cáceres,1945,14.7,6.787,2.1659054073964934
11,Extremadura,10,Cáceres,1944,14.577,6.97,2.0913916786226685
11,Extremadura,10,Cáceres,1943,15.225,7.961,1.9124481849013941
11,Extremadura,10,Cáceres,1942,12.774,8.61,1.4836236933797908
11,Extremadura,10,Cáceres,1941,12.058,13.151,0.9168884495475629
01,Andalucía,11,Cádiz,2022,8.661,11.31,0.7657824933687002
01,Andalucía,11,Cádiz,2021,8.941,11.693,0.764645514410331
01,Andalucía,11,Cádiz,2020,9.183,11.224,0.8181575196008553
01,Andalucía,11,Cádiz,2019,9.825,10.044,0.9781959378733571
01,Andalucía,11,Cádiz,2018,10.314,10.485,0.9836909871244636
01,Andalucía,11,Cádiz,2017,10.849,10.007,1.0841411012291398
01,Andalucía,11,Cádiz,2016,11.813,9.902,1.1929913148858817
01,Andalucía,11,Cádiz,2015,11.854,10.121,1.1712281395119057
01,Andalucía,11,Cádiz,2014,12.091,9.278,1.3031903427462814
01,Andalucía,11,Cádiz,2013,11.863,9.438,1.2569400296673023
01,Andalucía,11,Cádiz,2012,12.957,9.764,1.3270176157312579
01,Andalucía,11,Cádiz,2011,13.306,9.162,1.452302990613403
01,Andalucía,11,Cádiz,2010,13.894,9.017,1.540867250748586
01,Andalucía,11,Cádiz,2009,14.125,8.993,1.57066607361281
01,Andalucía,11,Cádiz,2008,14.531,8.91,1.6308641975308642
01,Andalucía,11,Cádiz,2007,14.49,8.378,1.7295297206970637
01,Andalucía,11,Cádiz,2006,14.766,8.371,1.7639469597419661
01,Andalucía,11,Cádiz,2005,14.53,9.233,1.5737030217697388
01,Andalucía,11,Cádiz,2004,14.062,8.882,1.5832019815356901
01,Andalucía,11,Cádiz,2003,13.532,9.043,1.4964060599358622
01,Andalucía,11,Cádiz,2002,13.027,8.398,1.5512026673017385
01,Andalucía,11,Cádiz,2001,12.894,8.244,1.5640465793304221
01,Andalucía,11,Cádiz,2000,12.772,8.423,1.516324349994064
01,Andalucía,11,Cádiz,1999,12.38,8.611,1.437695970270584
01,Andalucía,11,Cádiz,1998,12.107,8.295,1.459553948161543
01,Andalucía,11,Cádiz,1997,12.368,8.083,1.5301249536063344
01,Andalucía,11,Cádiz,1996,12.118,8.338,1.4533461261693454
01,Andalucía,11,Cádiz,1995,12.617,8.304,1.519388246628131
01,Andalucía,11,Cádiz,1994,12.899,7.643,1.6876880805966243
01,Andalucía,11,Cádiz,1993,13.732,7.887,1.7410929377456574
01,Andalucía,11,Cádiz,1992,14.011,7.527,1.8614321774943536
01,Andalucía,11,Cádiz,1991,14.399,7.882,1.8268206039076376
01,Andalucía,11,Cádiz,1990,14.86,7.926,1.87484229119354
01,Andalucía,11,Cádiz,1989,15.057,7.309,2.0600629361061706
01,Andalucía,11,Cádiz,1988,15.518,7.384,2.1015709642470206
01,Andalucía,11,Cádiz,1987,15.935,7.24,2.2009668508287294
01,Andalucía,11,Cádiz,1986,16.311,7.147,2.282216314537568
01,Andalucía,11,Cádiz,1985,16.707,7.181,2.32655618994569
01,Andalucía,11,Cádiz,1984,17.717,7.07,2.5059405940594055
01,Andalucía,11,Cádiz,1983,18.316,6.835,2.679736649597659
01,Andalucía,11,Cádiz,1982,19.037,6.872,2.7702270081490106
01,Andalucía,11,Cádiz,1981,19.592,6.775,2.8918081180811805
01,Andalucía,11,Cádiz,1980,20.267,6.819,2.9721366769321014
01,Andalucía,11,Cádiz,1979,20.823,6.666,3.1237623762376234
01,Andalucía,11,Cádiz,1978,21.477,6.99,3.0725321888412016
01,Andalucía,11,Cádiz,1977,21.855,7.035,3.106609808102345
01,Andalucía,11,Cádiz,1976,22.154,7.089,3.1251234306672306
01,Andalucía,11,Cádiz,1975,21.785,6.997,3.1134772045162213
01,Andalucía,11,Cádiz,1974,22.038,6.939,3.1759619541720707
01,Andalucía,11,Cádiz,1973,21.663,6.929,3.1264251695771397
01,Andalucía,11,Cádiz,1972,22.048,6.44,3.4236024844720494
01,Andalucía,11,Cádiz,1971,22.341,6.957,3.211297973264338
01,Andalucía,11,Cádiz,1970,22.677,6.394,3.5466061933062245
01,Andalucía,11,Cádiz,1969,22.805,7.153,3.1881727946316234
01,Andalucía,11,Cádiz,1968,22.578,6.475,3.486949806949807
01,Andalucía,11,Cádiz,1967,23.202,6.627,3.501131733816207
01,Andalucía,11,Cádiz,1966,22.493,6.478,3.4722136461870945
01,Andalucía,11,Cádiz,1965,22.782,6.48,3.5157407407407404
01,Andalucía,11,Cádiz,1964,23.534,6.322,3.7225561531161024
01,Andalucía,11,Cádiz,1963,22.232,6.617,3.3598307390055915
01,Andalucía,11,Cádiz,1962,21.455,6.669,3.217124006597691
01,Andalucía,11,Cádiz,1961,21.612,6.525,3.3121839080459767
01,Andalucía,11,Cádiz,1960,21.715,6.471,3.3557409983001083
01,Andalucía,11,Cádiz,1959,21.736,6.644,3.271523178807947
01,Andalucía,11,Cádiz,1958,21.886,6.374,3.4336366488861
01,Andalucía,11,Cádiz,1957,21.716,7.313,2.9695063585395873
01,Andalucía,11,Cádiz,1956,19.182,7.161,2.6786761625471303
01,Andalucía,11,Cádiz,1955,19.16,6.542,2.928767960868236
01,Andalucía,11,Cádiz,1954,17.663,6.25,2.82608
01,Andalucía,11,Cádiz,1953,18.606,6.406,2.904464564470809
01,Andalucía,11,Cádiz,1952,18.508,6.893,2.685042797040476
01,Andalucía,11,Cádiz,1951,17.343,8.258,2.100145313635263
01,Andalucía,11,Cádiz,1950,15.771,7.807,2.0201101575509157
01,Andalucía,11,Cádiz,1949,17.34,8.451,2.0518281860134895
01,Andalucía,11,Cádiz,1948,18.752,7.757,2.417429418589661
01,Andalucía,11,Cádiz,1947,17.029,8.544,1.9930945692883895
01,Andalucía,11,Cádiz,1946,16.947,8.604,1.9696652719665273
01,Andalucía,11,Cádiz,1945,18.465,8.258,2.236013562605958
01,Andalucía,11,Cádiz,1944,17.232,8.904,1.935309973045822
01,Andalucía,11,Cádiz,1943,18.903,9.294,2.0338928340865072
01,Andalucía,11,Cádiz,1942,15.119,11.397,1.326577169430552
01,Andalucía,11,Cádiz,1941,14.429,16.809,0.8584091855553572
06,Cantabria,39,Cantabria,2022,3.213,6.767,0.4748041968375942
06,Cantabria,39,Cantabria,2021,3.296,6.052,0.5446133509583608
06,Cantabria,39,Cantabria,2020,3.437,6.467,0.5314674501314365
06,Cantabria,39,Cantabria,2019,3.531,6.013,0.5872276733743556
06,Cantabria,39,Cantabria,2018,3.81,6.096,0.625
06,Cantabria,39,Cantabria,2017,4.079,5.958,0.6846257133266196
06,Cantabria,39,Cantabria,2016,4.234,5.936,0.7132749326145552
06,Cantabria,39,Cantabria,2015,4.345,6.041,0.719251779506704
06,Cantabria,39,Cantabria,2014,4.535,5.899,0.7687743685370402
06,Cantabria,39,Cantabria,2013,4.749,5.603,0.847581652686061
06,Cantabria,39,Cantabria,2012,5.002,5.812,0.8606331727460426
06,Cantabria,39,Cantabria,2011,5.279,5.606,0.9416696396717802
06,Cantabria,39,Cantabria,2010,5.483,5.466,1.0031101353823637
06,Cantabria,39,Cantabria,2009,5.544,5.513,1.0056230727371667
06,Cantabria,39,Cantabria,2008,5.761,5.522,1.0432814197754436
06,Cantabria,39,Cantabria,2007,5.286,5.615,0.941406945681211
06,Cantabria,39,Cantabria,2006,5.111,5.449,0.9379702697742704
06,Cantabria,39,Cantabria,2005,5.19,5.37,0.9664804469273743
06,Cantabria,39,Cantabria,2004,4.961,5.214,0.9514767932489452
06,Cantabria,39,Cantabria,2003,4.786,5.399,0.8864604556399333
06,Cantabria,39,Cantabria,2002,4.521,5.278,0.856574460022736
06,Cantabria,39,Cantabria,2001,4.262,5.077,0.8394721292101635
06,Cantabria,39,Cantabria,2000,4.277,5.335,0.8016869728209934
06,Cantabria,39,Cantabria,1999,4.012,5.385,0.7450324976787371
06,Cantabria,39,Cantabria,1998,3.827,5.167,0.7406618927811109
06,Cantabria,39,Cantabria,1997,3.905,5.086,0.7677939441604403
06,Cantabria,39,Cantabria,1996,3.863,5.189,0.7444594334168433
06,Cantabria,39,Cantabria,1995,3.763,5.031,0.7479626316835619
06,Cantabria,39,Cantabria,1994,3.855,4.862,0.7928835870012341
06,Cantabria,39,Cantabria,1993,4.127,4.929,0.8372895110570094
06,Cantabria,39,Cantabria,1992,4.339,4.817,0.9007681129333611
06,Cantabria,39,Cantabria,1991,4.356,4.74,0.9189873417721518
06,Cantabria,39,Cantabria,1990,4.572,4.725,0.9676190476190477
06,Cantabria,39,Cantabria,1989,4.603,4.662,0.9873444873444873
06,Cantabria,39,Cantabria,1988,4.995,4.544,1.0992517605633805
06,Cantabria,39,Cantabria,1987,5.191,4.285,1.2114352392065344
06,Cantabria,39,Cantabria,1986,5.437,4.408,1.2334392014519056
06,Cantabria,39,Cantabria,1985,5.767,4.472,1.2895796064400715
06,Cantabria,39,Cantabria,1984,6.129,4.304,1.4240241635687731
06,Cantabria,39,Cantabria,1983,6.588,4.344,1.516574585635359
06,Cantabria,39,Cantabria,1982,6.992,4.056,1.7238658777120315
06,Cantabria,39,Cantabria,1981,7.531,4.149,1.8151361773921426
06,Cantabria,39,Cantabria,1980,7.982,4.156,1.9205967276227143
06,Cantabria,39,Cantabria,1979,8.259,4.145,1.9925211097708084
06,Cantabria,39,Cantabria,1978,8.779,3.87,2.268475452196382
06,Cantabria,39,Cantabria,1977,8.835,4.153,2.127377799181315
06,Cantabria,39,Cantabria,1976,9.094,4.15,2.191325301204819
06,Cantabria,39,Cantabria,1975,8.804,4.271,2.0613439475532664
06,Cantabria,39,Cantabria,1974,8.566,4.074,2.1026018654884635
06,Cantabria,39,Cantabria,1973,8.618,4.415,1.9519818799547
06,Cantabria,39,Cantabria,1972,8.411,4.076,2.063542688910697
06,Cantabria,39,Cantabria,1971,8.334,4.44,1.8770270270270268
06,Cantabria,39,Cantabria,1970,8.659,4.004,2.162587412587413
06,Cantabria,39,Cantabria,1969,8.615,4.208,2.0472908745247147
06,Cantabria,39,Cantabria,1968,8.575,3.917,2.1891753893285677
06,Cantabria,39,Cantabria,1967,8.941,4.048,2.2087450592885376
06,Cantabria,39,Cantabria,1966,8.867,3.882,2.2841318907779495
06,Cantabria,39,Cantabria,1965,8.772,3.671,2.389539634976846
06,Cantabria,39,Cantabria,1964,8.787,3.798,2.313586097946288
06,Cantabria,39,Cantabria,1963,8.939,3.737,2.392025689055392
06,Cantabria,39,Cantabria,1962,8.927,3.819,2.3375229117570044
06,Cantabria,39,Cantabria,1961,9.147,3.654,2.5032840722495897
06,Cantabria,39,Cantabria,1960,9.323,3.771,2.47228851763458
06,Cantabria,39,Cantabria,1959,9.578,3.61,2.653185595567867
06,Cantabria,39,Cantabria,1958,9.496,3.531,2.689323137921269
06,Cantabria,39,Cantabria,1957,9.737,4.039,2.4107452339688042
06,Cantabria,39,Cantabria,1956,9.119,3.783,2.410520750726936
06,Cantabria,39,Cantabria,1955,8.914,3.968,2.2464717741935485
06,Cantabria,39,Cantabria,1954,8.832,3.608,2.4478935698447897
06,Cantabria,39,Cantabria,1953,8.891,3.76,2.3646276595744684
06,Cantabria,39,Cantabria,1952,9.021,3.617,2.494055847387338
06,Cantabria,39,Cantabria,1951,8.75,4.442,1.9698334083746059
06,Cantabria,39,Cantabria,1950,8.926,4.271,2.0899086864902836
06,Cantabria,39,Cantabria,1949,8.996,4.122,2.1824357108199903
06,Cantabria,39,Cantabria,1948,9.309,4.343,2.1434492286437945
06,Cantabria,39,Cantabria,1947,8.693,4.451,1.9530442597169175
06,Cantabria,39,Cantabria,1946,8.587,4.704,1.8254676870748299
06,Cantabria,39,Cantabria,1945,8.412,4.637,1.8141039465171451
06,Cantabria,39,Cantabria,1944,7.911,4.921,1.6076000812842917
06,Cantabria,39,Cantabria,1943,7.88,4.993,1.5782094932906068
06,Cantabria,39,Cantabria,1942,7.401,5.295,1.3977337110481587
06,Cantabria,39,Cantabria,1941,6.921,6.02,1.1496677740863788
10,Comunidad Valenciana,12,Castellón/Castelló,2022,4.146,5.854,0.7082336863682952
10,Comunidad Valenciana,12,Castellón/Castelló,2021,4.069,5.934,0.6857094708459723
10,Comunidad Valenciana,12,Castellón/Castelló,2020,4.159,5.685,0.7315743183817063
10,Comunidad Valenciana,12,Castellón/Castelló,2019,4.431,5.268,0.841116173120729
10,Comunidad Valenciana,12,Castellón/Castelló,2018,4.571,5.595,0.8169794459338695
10,Comunidad Valenciana,12,Castellón/Castelló,2017,4.77,5.293,0.9011902512752691
10,Comunidad Valenciana,12,Castellón/Castelló,2016,5.066,5.139,0.9857949017318544
10,Comunidad Valenciana,12,Castellón/Castelló,2015,5.073,5.382,0.9425863991081384
10,Comunidad Valenciana,12,Castellón/Castelló,2014,5.328,5.036,1.0579825258141384
10,Comunidad Valenciana,12,Castellón/Castelló,2013,5.432,4.971,1.0927378797022733
10,Comunidad Valenciana,12,Castellón/Castelló,2012,5.784,4.984,1.160513643659711
10,Comunidad Valenciana,12,Castellón/Castelló,2011,6.094,4.965,1.2273917421953677
10,Comunidad Valenciana,12,Castellón/Castelló,2010,6.285,4.837,1.2993591068844326
10,Comunidad Valenciana,12,Castellón/Castelló,2009,6.539,5.03,1.2999999999999998
10,Comunidad Valenciana,12,Castellón/Castelló,2008,7.179,4.957,1.4482549929392778
10,Comunidad Valenciana,12,Castellón/Castelló,2007,6.645,4.837,1.3737854041761421
10,Comunidad Valenciana,12,Castellón/Castelló,2006,6.654,4.832,1.377069536423841
10,Comunidad Valenciana,12,Castellón/Castelló,2005,5.962,5.03,1.1852882703777334
10,Comunidad Valenciana,12,Castellón/Castelló,2004,5.644,4.757,1.1864620559175951
10,Comunidad Valenciana,12,Castellón/Castelló,2003,5.564,5.057,1.1002570694087404
10,Comunidad Valenciana,12,Castellón/Castelló,2002,5.343,4.794,1.1145181476846058
10,Comunidad Valenciana,12,Castellón/Castelló,2001,4.924,4.775,1.0312041884816754
10,Comunidad Valenciana,12,Castellón/Castelló,2000,4.592,4.633,0.991150442477876
10,Comunidad Valenciana,12,Castellón/Castelló,1999,4.455,4.945,0.9009100101112234
10,Comunidad Valenciana,12,Castellón/Castelló,1998,4.26,4.796,0.8882402001668056
10,Comunidad Valenciana,12,Castellón/Castelló,1997,4.264,4.709,0.9055001061796562
10,Comunidad Valenciana,12,Castellón/Castelló,1996,4.154,4.682,0.8872276804784279
10,Comunidad Valenciana,12,Castellón/Castelló,1995,4.207,4.607,0.9131756023442587
10,Comunidad Valenciana,12,Castellón/Castelló,1994,4.087,4.567,0.8948981826144076
10,Comunidad Valenciana,12,Castellón/Castelló,1993,4.243,4.465,0.9502799552071669
10,Comunidad Valenciana,12,Castellón/Castelló,1992,4.213,4.394,0.9588074647246245
10,Comunidad Valenciana,12,Castellón/Castelló,1991,4.088,4.663,0.8766888269354493
10,Comunidad Valenciana,12,Castellón/Castelló,1990,3.988,4.475,0.891173184357542
10,Comunidad Valenciana,12,Castellón/Castelló,1989,4.074,4.281,0.951646811492642
10,Comunidad Valenciana,12,Castellón/Castelló,1988,4.169,4.318,0.9654932839277444
10,Comunidad Valenciana,12,Castellón/Castelló,1987,4.277,4.237,1.0094406419636535
10,Comunidad Valenciana,12,Castellón/Castelló,1986,4.448,4.224,1.053030303030303
10,Comunidad Valenciana,12,Castellón/Castelló,1985,4.632,4.295,1.078463329452852
10,Comunidad Valenciana,12,Castellón/Castelló,1984,4.902,4.098,1.1961932650073208
10,Comunidad Valenciana,12,Castellón/Castelló,1983,5.035,4.181,1.2042573546998325
10,Comunidad Valenciana,12,Castellón/Castelló,1982,5.436,3.935,1.3814485387547648
10,Comunidad Valenciana,12,Castellón/Castelló,1981,5.732,4.095,1.3997557997558
10,Comunidad Valenciana,12,Castellón/Castelló,1980,6.242,3.964,1.5746720484359233
10,Comunidad Valenciana,12,Castellón/Castelló,1979,6.632,4.15,1.5980722891566264
10,Comunidad Valenciana,12,Castellón/Castelló,1978,6.85,4.292,1.5959925442684064
10,Comunidad Valenciana,12,Castellón/Castelló,1977,6.847,4.096,1.671630859375
10,Comunidad Valenciana,12,Castellón/Castelló,1976,7.051,4.089,1.7243824896062605
10,Comunidad Valenciana,12,Castellón/Castelló,1975,6.721,4.335,1.55040369088812
10,Comunidad Valenciana,12,Castellón/Castelló,1974,6.919,4.33,1.5979214780600461
10,Comunidad Valenciana,12,Castellón/Castelló,1973,6.789,4.361,1.5567530382939694
10,Comunidad Valenciana,12,Castellón/Castelló,1972,6.484,4.129,1.570356018406394
10,Comunidad Valenciana,12,Castellón/Castelló,1971,6.447,4.656,1.3846649484536084
10,Comunidad Valenciana,12,Castellón/Castelló,1970,6.104,4.121,1.4811938849793738
10,Comunidad Valenciana,12,Castellón/Castelló,1969,6.256,4.406,1.4198819791193829
10,Comunidad Valenciana,12,Castellón/Castelló,1968,6.492,4.14,1.5681159420289856
10,Comunidad Valenciana,12,Castellón/Castelló,1967,6.697,4.078,1.6422265816576753
10,Comunidad Valenciana,12,Castellón/Castelló,1966,6.458,3.916,1.6491317671092953
10,Comunidad Valenciana,12,Castellón/Castelló,1965,6.292,3.905,1.611267605633803
10,Comunidad Valenciana,12,Castellón/Castelló,1964,6.1,4.009,1.521576452980793
10,Comunidad Valenciana,12,Castellón/Castelló,1963,6.101,3.973,1.5356154039768437
10,Comunidad Valenciana,12,Castellón/Castelló,1962,5.813,3.959,1.4683000757767113
10,Comunidad Valenciana,12,Castellón/Castelló,1961,5.599,3.665,1.5276944065484312
10,Comunidad Valenciana,12,Castellón/Castelló,1960,5.774,3.967,1.4555079405092008
10,Comunidad Valenciana,12,Castellón/Castelló,1959,5.504,3.645,1.5100137174211248
10,Comunidad Valenciana,12,Castellón/Castelló,1958,5.26,3.52,1.4943181818181817
10,Comunidad Valenciana,12,Castellón/Castelló,1957,5.321,3.905,1.3626120358514724
10,Comunidad Valenciana,12,Castellón/Castelló,1956,4.878,4.036,1.2086223984142717
10,Comunidad Valenciana,12,Castellón/Castelló,1955,5.33,3.712,1.435883620689655
10,Comunidad Valenciana,12,Castellón/Castelló,1954,5.292,3.529,1.4995749504108813
10,Comunidad Valenciana,12,Castellón/Castelló,1953,4.917,3.89,1.2640102827763495
10,Comunidad Valenciana,12,Castellón/Castelló,1952,5.331,3.785,1.4084544253632763
10,Comunidad Valenciana,12,Castellón/Castelló,1951,5.037,4.424,1.1385623869801085
10,Comunidad Valenciana,12,Castellón/Castelló,1950,5.204,3.829,1.3591015931052493
10,Comunidad Valenciana,12,Castellón/Castelló,1949,5.314,4.178,1.2719004308281474
10,Comunidad Valenciana,12,Castellón/Castelló,1948,5.495,3.953,1.390083480900582
10,Comunidad Valenciana,12,Castellón/Castelló,1947,5.306,4.173,1.2715073088904865
10,Comunidad Valenciana,12,Castellón/Castelló,1946,5.231,4.19,1.2484486873508351
