Total Nacional;Provincias;Sexo;Periodo;Total
Total Nacional;41 Sevilla;Total;1970;31.274
Total Nacional;41 Sevilla;Total;1969;31.572
Total Nacional;41 Sevilla;Total;1968;31.548
Total Nacional;41 Sevilla;Total;1967;32.313
Total Nacional;41 Sevilla;Total;1966;31.475
Total Nacional;41 Sevilla;Total;1965;31.931
Total Nacional;41 Sevilla;Total;1964;33.407
Total Nacional;41 Sevilla;Total;1963;31.485
Total Nacional;41 Sevilla;Total;1962;29.926
Total Nacional;41 Sevilla;Total;1961;29.526
Total Nacional;41 Sevilla;Total;1960;30.047
Total Nacional;41 Sevilla;Total;1959;28.787
Total Nacional;41 Sevilla;Total;1958;29.859
Total Nacional;41 Sevilla;Total;1957;29.714
Total Nacional;41 Sevilla;Total;1956;26.687
Total Nacional;41 Sevilla;Total;1955;26.924
Total Nacional;41 Sevilla;Total;1954;25.349
Total Nacional;41 Sevilla;Total;1953;26.094
Total Nacional;41 Sevilla;Total;1952;26.381
Total Nacional;41 Sevilla;Total;1951;25.292
Total Nacional;41 Sevilla;Total;1950;21.827
Total Nacional;41 Sevilla;Total;1949;25.640
Total Nacional;41 Sevilla;Total;1948;28.141
Total Nacional;41 Sevilla;Total;1947;26.065
Total Nacional;41 Sevilla;Total;1946;24.132
Total Nacional;41 Sevilla;Total;1945;27.695
Total Nacional;41 Sevilla;Total;1944;26.499
Total Nacional;41 Sevilla;Total;1943;28.256
Total Nacional;41 Sevilla;Total;1942;23.132
Total Nacional;41 Sevilla;Total;1941;21.297
Total Nacional;41 Sevilla;Hombres;2022;7.462
Total Nacional;41 Sevilla;Hombres;2021;8.136
Total Nacional;41 Sevilla;Hombres;2020;8.047
Total Nacional;41 Sevilla;Hombres;2019;8.435
Total Nacional;41 Sevilla;Hombres;2018;8.773
Total Nacional;41 Sevilla;Hombres;2017;9.275
Total Nacional;41 Sevilla;Hombres;2016;9.873
Total Nacional;41 Sevilla;Hombres;2015;10.161
Total Nacional;41 Sevilla;Hombres;2014;10.410
Total Nacional;41 Sevilla;Hombres;2013;10.334
Total Nacional;41 Sevilla;Hombres;2012;10.849
Total Nacional;41 Sevilla;Hombres;2011;11.337
Total Nacional;41 Sevilla;Hombres;2010;11.848
Total Nacional;41 Sevilla;Hombres;2009;12.282
Total Nacional;41 Sevilla;Hombres;2008;13.001
Total Nacional;41 Sevilla;Hombres;2007;12.159
Total Nacional;41 Sevilla;Hombres;2006;12.005
Total Nacional;41 Sevilla;Hombres;2005;11.428
Total Nacional;41 Sevilla;Hombres;2004;10.914
Total Nacional;41 Sevilla;Hombres;2003;10.726
Total Nacional;41 Sevilla;Hombres;2002;10.143
Total Nacional;41 Sevilla;Hombres;2001;9.924
Total Nacional;41 Sevilla;Hombres;2000;10.234
Total Nacional;41 Sevilla;Hombres;1999;9.713
Total Nacional;41 Sevilla;Hombres;1998;9.460
Total Nacional;41 Sevilla;Hombres;1997;9.590
Total Nacional;41 Sevilla;Hombres;1996;9.344
Total Nacional;41 Sevilla;Hombres;1995;9.725
Total Nacional;41 Sevilla;Hombres;1994;9.998
Total Nacional;41 Sevilla;Hombres;1993;10.818
Total Nacional;41 Sevilla;Hombres;1992;10.827
Total Nacional;41 Sevilla;Hombres;1991;11.030
Total Nacional;41 Sevilla;Hombres;1990;10.941
Total Nacional;41 Sevilla;Hombres;1989;10.883
Total Nacional;41 Sevilla;Hombres;1988;11.061
Total Nacional;41 Sevilla;Hombres;1987;11.282
Total Nacional;41 Sevilla;Hombres;1986;11.337
Total Nacional;41 Sevilla;Hombres;1985;11.893
Total Nacional;41 Sevilla;Hombres;1984;12.350
Total Nacional;41 Sevilla;Hombres;1983;13.123
Total Nacional;41 Sevilla;Hombres;1982;13.726
Total Nacional;41 Sevilla;Hombres;1981;13.838
Total Nacional;41 Sevilla;Hombres;1980;14.953
Total Nacional;41 Sevilla;Hombres;1979;15.257
Total Nacional;41 Sevilla;Hombres;1978;16.318
Total Nacional;41 Sevilla;Hombres;1977;16.578
Total Nacional;41 Sevilla;Hombres;1976;16.560
Total Nacional;41 Sevilla;Hombres;1975;16.166
Total Nacional;41 Sevilla;Hombres;1974;16.619
Total Nacional;41 Sevilla;Hombres;1973;16.216
Total Nacional;41 Sevilla;Hombres;1972;16.130
Total Nacional;41 Sevilla;Hombres;1971;16.347
Total Nacional;41 Sevilla;Hombres;1970;16.120
Total Nacional;41 Sevilla;Hombres;1969;16.463
Total Nacional;41 Sevilla;Hombres;1968;16.106
Total Nacional;41 Sevilla;Hombres;1967;16.666
Total Nacional;41 Sevilla;Hombres;1966;16.330
Total Nacional;41 Sevilla;Hombres;1965;16.314
Total Nacional;41 Sevilla;Hombres;1964;17.203
Total Nacional;41 Sevilla;Hombres;1963;16.138
Total Nacional;41 Sevilla;Hombres;1962;15.440
Total Nacional;41 Sevilla;Hombres;1961;15.375
Total Nacional;41 Sevilla;Hombres;1960;15.426
Total Nacional;41 Sevilla;Hombres;1959;14.635
Total Nacional;41 Sevilla;Hombres;1958;15.298
Total Nacional;41 Sevilla;Hombres;1957;15.121
Total Nacional;41 Sevilla;Hombres;1956;13.678
Total Nacional;41 Sevilla;Hombres;1955;13.791
Total Nacional;41 Sevilla;Hombres;1954;13.139
Total Nacional;41 Sevilla;Hombres;1953;13.441
Total Nacional;41 Sevilla;Hombres;1952;13.614
Total Nacional;41 Sevilla;Hombres;1951;13.024
Total Nacional;41 Sevilla;Hombres;1950;11.363
Total Nacional;41 Sevilla;Hombres;1949;13.197
Total Nacional;41 Sevilla;Hombres;1948;14.502
Total Nacional;41 Sevilla;Hombres;1947;13.336
Total Nacional;41 Sevilla;Hombres;1946;12.387
Total Nacional;41 Sevilla;Hombres;1945;14.211
Total Nacional;41 Sevilla;Hombres;1944;13.645
Total Nacional;41 Sevilla;Hombres;1943;14.568
Total Nacional;41 Sevilla;Hombres;1942;11.913
Total Nacional;41 Sevilla;Hombres;1941;11.038
Total Nacional;41 Sevilla;Mujeres;2022;7.176
Total Nacional;41 Sevilla;Mujeres;2021;7.565
Total Nacional;41 Sevilla;Mujeres;2020;7.558
Total Nacional;41 Sevilla;Mujeres;2019;7.885
Total Nacional;41 Sevilla;Mujeres;2018;8.387
Total Nacional;41 Sevilla;Mujeres;2017;8.697
Total Nacional;41 Sevilla;Mujeres;2016;9.246
Total Nacional;41 Sevilla;Mujeres;2015;9.440
Total Nacional;41 Sevilla;Mujeres;2014;9.848
Total Nacional;41 Sevilla;Mujeres;2013;9.799
Total Nacional;41 Sevilla;Mujeres;2012;10.334
Total Nacional;41 Sevilla;Mujeres;2011;10.808
Total Nacional;41 Sevilla;Mujeres;2010;11.234
Total Nacional;41 Sevilla;Mujeres;2009;11.565
Total Nacional;41 Sevilla;Mujeres;2008;12.267
Total Nacional;41 Sevilla;Mujeres;2007;11.374
Total Nacional;41 Sevilla;Mujeres;2006;11.136
Total Nacional;41 Sevilla;Mujeres;2005;10.840
Total Nacional;41 Sevilla;Mujeres;2004;10.455
Total Nacional;41 Sevilla;Mujeres;2003;9.996
Total Nacional;41 Sevilla;Mujeres;2002;9.710
Total Nacional;41 Sevilla;Mujeres;2001;9.534
Total Nacional;41 Sevilla;Mujeres;2000;9.345
Total Nacional;41 Sevilla;Mujeres;1999;9.023
Total Nacional;41 Sevilla;Mujeres;1998;8.869
Total Nacional;41 Sevilla;Mujeres;1997;9.147
Total Nacional;41 Sevilla;Mujeres;1996;8.871
Total Nacional;41 Sevilla;Mujeres;1995;9.035
Total Nacional;41 Sevilla;Mujeres;1994;9.586
Total Nacional;41 Sevilla;Mujeres;1993;9.911
Total Nacional;41 Sevilla;Mujeres;1992;10.022
Total Nacional;41 Sevilla;Mujeres;1991;9.995
Total Nacional;41 Sevilla;Mujeres;1990;10.080
Total Nacional;41 Sevilla;Mujeres;1989;10.106
Total Nacional;41 Sevilla;Mujeres;1988;10.355
Total Nacional;41 Sevilla;Mujeres;1987;10.325
Total Nacional;41 Sevilla;Mujeres;1986;10.639
Total Nacional;41 Sevilla;Mujeres;1985;10.930
Total Nacional;41 Sevilla;Mujeres;1984;11.503
Total Nacional;41 Sevilla;Mujeres;1983;12.041
Total Nacional;41 Sevilla;Mujeres;1982;12.692
Total Nacional;41 Sevilla;Mujeres;1981;12.998
Total Nacional;41 Sevilla;Mujeres;1980;13.938
Total Nacional;41 Sevilla;Mujeres;1979;14.074
Total Nacional;41 Sevilla;Mujeres;1978;15.313
Total Nacional;41 Sevilla;Mujeres;1977;15.616
Total Nacional;41 Sevilla;Mujeres;1976;15.700
Total Nacional;41 Sevilla;Mujeres;1975;15.076
Total Nacional;41 Sevilla;Mujeres;1974;15.631
Total Nacional;41 Sevilla;Mujeres;1973;15.174
Total Nacional;41 Sevilla;Mujeres;1972;15.169
Total Nacional;41 Sevilla;Mujeres;1971;15.289
Total Nacional;41 Sevilla;Mujeres;1970;15.154
Total Nacional;41 Sevilla;Mujeres;1969;15.109
Total Nacional;41 Sevilla;Mujeres;1968;15.442
Total Nacional;41 Sevilla;Mujeres;1967;15.647
Total Nacional;41 Sevilla;Mujeres;1966;15.145
Total Nacional;41 Sevilla;Mujeres;1965;15.617
Total Nacional;41 Sevilla;Mujeres;1964;16.204
Total Nacional;41 Sevilla;Mujeres;1963;15.347
Total Nacional;41 Sevilla;Mujeres;1962;14.486
Total Nacional;41 Sevilla;Mujeres;1961;14.151
Total Nacional;41 Sevilla;Mujeres;1960;14.621
Total Nacional;41 Sevilla;Mujeres;1959;14.152
Total Nacional;41 Sevilla;Mujeres;1958;14.561
Total Nacional;41 Sevilla;Mujeres;1957;14.593
Total Nacional;41 Sevilla;Mujeres;1956;13.009
Total Nacional;41 Sevilla;Mujeres;1955;13.133
Total Nacional;41 Sevilla;Mujeres;1954;12.210
Total Nacional;41 Sevilla;Mujeres;1953;12.653
Total Nacional;41 Sevilla;Mujeres;1952;12.767
Total Nacional;41 Sevilla;Mujeres;1951;12.268
Total Nacional;41 Sevilla;Mujeres;1950;10.464
Total Nacional;41 Sevilla;Mujeres;1949;12.443
Total Nacional;41 Sevilla;Mujeres;1948;13.639
Total Nacional;41 Sevilla;Mujeres;1947;12.729
Total Nacional;41 Sevilla;Mujeres;1946;11.745
Total Nacional;41 Sevilla;Mujeres;1945;13.484
Total Nacional;41 Sevilla;Mujeres;1944;12.854
Total Nacional;41 Sevilla;Mujeres;1943;13.688
Total Nacional;41 Sevilla;Mujeres;1942;11.219
Total Nacional;41 Sevilla;Mujeres;1941;10.259
Total Nacional;42 Soria;Total;2022;530
Total Nacional;42 Soria;Total;2021;537
Total Nacional;42 Soria;Total;2020;584
Total Nacional;42 Soria;Total;2019;565
Total Nacional;42 Soria;Total;2018;589
Total Nacional;42 Soria;Total;2017;590
Total Nacional;42 Soria;Total;2016;607
Total Nacional;42 Soria;Total;2015;627
Total Nacional;42 Soria;Total;2014;634
Total Nacional;42 Soria;Total;2013;664
Total Nacional;42 Soria;Total;2012;719
Total Nacional;42 Soria;Total;2011;707
Total Nacional;42 Soria;Total;2010;745
Total Nacional;42 Soria;Total;2009;749
Total Nacional;42 Soria;Total;2008;768
Total Nacional;42 Soria;Total;2007;695
Total Nacional;42 Soria;Total;2006;718
Total Nacional;42 Soria;Total;2005;720
Total Nacional;42 Soria;Total;2004;712
Total Nacional;42 Soria;Total;2003;725
Total Nacional;42 Soria;Total;2002;652
Total Nacional;42 Soria;Total;2001;660
Total Nacional;42 Soria;Total;2000;718
Total Nacional;42 Soria;Total;1999;611
Total Nacional;42 Soria;Total;1998;684
Total Nacional;42 Soria;Total;1997;613
Total Nacional;42 Soria;Total;1996;634
Total Nacional;42 Soria;Total;1995;701
Total Nacional;42 Soria;Total;1994;629
Total Nacional;42 Soria;Total;1993;715
Total Nacional;42 Soria;Total;1992;692
Total Nacional;42 Soria;Total;1991;703
Total Nacional;42 Soria;Total;1990;748
Total Nacional;42 Soria;Total;1989;774
Total Nacional;42 Soria;Total;1988;806
Total Nacional;42 Soria;Total;1987;837
Total Nacional;42 Soria;Total;1986;882
Total Nacional;42 Soria;Total;1985;882
Total Nacional;42 Soria;Total;1984;893
Total Nacional;42 Soria;Total;1983;902
Total Nacional;42 Soria;Total;1982;926
Total Nacional;42 Soria;Total;1981;947
Total Nacional;42 Soria;Total;1980;940
Total Nacional;42 Soria;Total;1979;1.062
Total Nacional;42 Soria;Total;1978;1.095
Total Nacional;42 Soria;Total;1977;1.156
Total Nacional;42 Soria;Total;1976;1.147
Total Nacional;42 Soria;Total;1975;1.078
Total Nacional;42 Soria;Total;1974;1.165
Total Nacional;42 Soria;Total;1973;1.191
Total Nacional;42 Soria;Total;1972;1.291
Total Nacional;42 Soria;Total;1971;1.349
Total Nacional;42 Soria;Total;1970;1.384
Total Nacional;42 Soria;Total;1969;1.557
Total Nacional;42 Soria;Total;1968;1.539
Total Nacional;42 Soria;Total;1967;1.740
Total Nacional;42 Soria;Total;1966;1.758
Total Nacional;42 Soria;Total;1965;1.944
Total Nacional;42 Soria;Total;1964;2.136
Total Nacional;42 Soria;Total;1963;2.254
Total Nacional;42 Soria;Total;1962;2.377
Total Nacional;42 Soria;Total;1961;2.422
Total Nacional;42 Soria;Total;1960;2.704
Total Nacional;42 Soria;Total;1959;2.596
Total Nacional;42 Soria;Total;1958;2.680
Total Nacional;42 Soria;Total;1957;2.747
Total Nacional;42 Soria;Total;1956;2.879
Total Nacional;42 Soria;Total;1955;2.847
Total Nacional;42 Soria;Total;1954;2.935
Total Nacional;42 Soria;Total;1953;3.089
Total Nacional;42 Soria;Total;1952;3.234
Total Nacional;42 Soria;Total;1951;3.089
Total Nacional;42 Soria;Total;1950;3.382
Total Nacional;42 Soria;Total;1949;3.444
Total Nacional;42 Soria;Total;1948;3.601
Total Nacional;42 Soria;Total;1947;3.398
Total Nacional;42 Soria;Total;1946;3.764
Total Nacional;42 Soria;Total;1945;3.972
Total Nacional;42 Soria;Total;1944;4.021
Total Nacional;42 Soria;Total;1943;4.001
Total Nacional;42 Soria;Total;1942;3.734
Total Nacional;42 Soria;Total;1941;3.868
Total Nacional;42 Soria;Hombres;2022;292
Total Nacional;42 Soria;Hombres;2021;262
Total Nacional;42 Soria;Hombres;2020;299
Total Nacional;42 Soria;Hombres;2019;312
Total Nacional;42 Soria;Hombres;2018;283
Total Nacional;42 Soria;Hombres;2017;297
Total Nacional;42 Soria;Hombres;2016;305
Total Nacional;42 Soria;Hombres;2015;327
Total Nacional;42 Soria;Hombres;2014;326
Total Nacional;42 Soria;Hombres;2013;340
Total Nacional;42 Soria;Hombres;2012;370
Total Nacional;42 Soria;Hombres;2011;356
Total Nacional;42 Soria;Hombres;2010;379
Total Nacional;42 Soria;Hombres;2009;389
Total Nacional;42 Soria;Hombres;2008;397
Total Nacional;42 Soria;Hombres;2007;376
Total Nacional;42 Soria;Hombres;2006;375
Total Nacional;42 Soria;Hombres;2005;375
Total Nacional;42 Soria;Hombres;2004;351
Total Nacional;42 Soria;Hombres;2003;352
Total Nacional;42 Soria;Hombres;2002;343
Total Nacional;42 Soria;Hombres;2001;341
Total Nacional;42 Soria;Hombres;2000;382
Total Nacional;42 Soria;Hombres;1999;309
Total Nacional;42 Soria;Hombres;1998;340
Total Nacional;42 Soria;Hombres;1997;323
Total Nacional;42 Soria;Hombres;1996;322
Total Nacional;42 Soria;Hombres;1995;346
Total Nacional;42 Soria;Hombres;1994;347
Total Nacional;42 Soria;Hombres;1993;359
Total Nacional;42 Soria;Hombres;1992;360
Total Nacional;42 Soria;Hombres;1991;353
Total Nacional;42 Soria;Hombres;1990;367
Total Nacional;42 Soria;Hombres;1989;386
Total Nacional;42 Soria;Hombres;1988;408
Total Nacional;42 Soria;Hombres;1987;416
Total Nacional;42 Soria;Hombres;1986;463
Total Nacional;42 Soria;Hombres;1985;468
Total Nacional;42 Soria;Hombres;1984;459
Total Nacional;42 Soria;Hombres;1983;479
Total Nacional;42 Soria;Hombres;1982;472
Total Nacional;42 Soria;Hombres;1981;491
Total Nacional;42 Soria;Hombres;1980;493
Total Nacional;42 Soria;Hombres;1979;552
Total Nacional;42 Soria;Hombres;1978;579
Total Nacional;42 Soria;Hombres;1977;577
Total Nacional;42 Soria;Hombres;1976;576
Total Nacional;42 Soria;Hombres;1975;558
Total Nacional;42 Soria;Hombres;1974;609
Total Nacional;42 Soria;Hombres;1973;614
Total Nacional;42 Soria;Hombres;1972;627
Total Nacional;42 Soria;Hombres;1971;692
Total Nacional;42 Soria;Hombres;1970;686
Total Nacional;42 Soria;Hombres;1969;806
Total Nacional;42 Soria;Hombres;1968;744
Total Nacional;42 Soria;Hombres;1967;905
Total Nacional;42 Soria;Hombres;1966;907
Total Nacional;42 Soria;Hombres;1965;966
Total Nacional;42 Soria;Hombres;1964;1.114
Total Nacional;42 Soria;Hombres;1963;1.189
Total Nacional;42 Soria;Hombres;1962;1.188
Total Nacional;42 Soria;Hombres;1961;1.251
Total Nacional;42 Soria;Hombres;1960;1.373
Total Nacional;42 Soria;Hombres;1959;1.350
Total Nacional;42 Soria;Hombres;1958;1.336
Total Nacional;42 Soria;Hombres;1957;1.419
Total Nacional;42 Soria;Hombres;1956;1.510
Total Nacional;42 Soria;Hombres;1955;1.435
Total Nacional;42 Soria;Hombres;1954;1.528
Total Nacional;42 Soria;Hombres;1953;1.572
Total Nacional;42 Soria;Hombres;1952;1.610
Total Nacional;42 Soria;Hombres;1951;1.575
Total Nacional;42 Soria;Hombres;1950;1.744
Total Nacional;42 Soria;Hombres;1949;1.767
Total Nacional;42 Soria;Hombres;1948;1.808
Total Nacional;42 Soria;Hombres;1947;1.744
Total Nacional;42 Soria;Hombres;1946;1.946
Total Nacional;42 Soria;Hombres;1945;2.054
Total Nacional;42 Soria;Hombres;1944;2.060
Total Nacional;42 Soria;Hombres;1943;2.061
Total Nacional;42 Soria;Hombres;1942;1.967
Total Nacional;42 Soria;Hombres;1941;2.026
Total Nacional;42 Soria;Mujeres;2022;238
Total Nacional;42 Soria;Mujeres;2021;275
Total Nacional;42 Soria;Mujeres;2020;285
Total Nacional;42 Soria;Mujeres;2019;253
Total Nacional;42 Soria;Mujeres;2018;306
Total Nacional;42 Soria;Mujeres;2017;293
Total Nacional;42 Soria;Mujeres;2016;302
Total Nacional;42 Soria;Mujeres;2015;300
Total Nacional;42 Soria;Mujeres;2014;308
Total Nacional;42 Soria;Mujeres;2013;324
Total Nacional;42 Soria;Mujeres;2012;349
Total Nacional;42 Soria;Mujeres;2011;351
Total Nacional;42 Soria;Mujeres;2010;366
Total Nacional;42 Soria;Mujeres;2009;360
Total Nacional;42 Soria;Mujeres;2008;371
Total Nacional;42 Soria;Mujeres;2007;319
Total Nacional;42 Soria;Mujeres;2006;343
Total Nacional;42 Soria;Mujeres;2005;345
Total Nacional;42 Soria;Mujeres;2004;361
Total Nacional;42 Soria;Mujeres;2003;373
Total Nacional;42 Soria;Mujeres;2002;309
Total Nacional;42 Soria;Mujeres;2001;319
Total Nacional;42 Soria;Mujeres;2000;336
Total Nacional;42 Soria;Mujeres;1999;302
Total Nacional;42 Soria;Mujeres;1998;344
Total Nacional;42 Soria;Mujeres;1997;290
Total Nacional;42 Soria;Mujeres;1996;312
Total Nacional;42 Soria;Mujeres;1995;355
Total Nacional;42 Soria;Mujeres;1994;282
Total Nacional;42 Soria;Mujeres;1993;356
Total Nacional;42 Soria;Mujeres;1992;332
Total Nacional;42 Soria;Mujeres;1991;350
Total Nacional;42 Soria;Mujeres;1990;381
Total Nacional;42 Soria;Mujeres;1989;388
Total Nacional;42 Soria;Mujeres;1988;398
Total Nacional;42 Soria;Mujeres;1987;421
Total Nacional;42 Soria;Mujeres;1986;419
Total Nacional;42 Soria;Mujeres;1985;414
Total Nacional;42 Soria;Mujeres;1984;434
Total Nacional;42 Soria;Mujeres;1983;423
Total Nacional;42 Soria;Mujeres;1982;454
Total Nacional;42 Soria;Mujeres;1981;456
Total Nacional;42 Soria;Mujeres;1980;447
Total Nacional;42 Soria;Mujeres;1979;510
Total Nacional;42 Soria;Mujeres;1978;516
Total Nacional;42 Soria;Mujeres;1977;579
Total Nacional;42 Soria;Mujeres;1976;571
Total Nacional;42 Soria;Mujeres;1975;520
Total Nacional;42 Soria;Mujeres;1974;556
Total Nacional;42 Soria;Mujeres;1973;577
Total Nacional;42 Soria;Mujeres;1972;664
Total Nacional;42 Soria;Mujeres;1971;657
Total Nacional;42 Soria;Mujeres;1970;698
Total Nacional;42 Soria;Mujeres;1969;751
Total Nacional;42 Soria;Mujeres;1968;795
Total Nacional;42 Soria;Mujeres;1967;835
Total Nacional;42 Soria;Mujeres;1966;851
Total Nacional;42 Soria;Mujeres;1965;978
Total Nacional;42 Soria;Mujeres;1964;1.022
Total Nacional;42 Soria;Mujeres;1963;1.065
Total Nacional;42 Soria;Mujeres;1962;1.189
Total Nacional;42 Soria;Mujeres;1961;1.171
Total Nacional;42 Soria;Mujeres;1960;1.331
Total Nacional;42 Soria;Mujeres;1959;1.246
Total Nacional;42 Soria;Mujeres;1958;1.344
Total Nacional;42 Soria;Mujeres;1957;1.328
Total Nacional;42 Soria;Mujeres;1956;1.369
Total Nacional;42 Soria;Mujeres;1955;1.412
Total Nacional;42 Soria;Mujeres;1954;1.407
Total Nacional;42 Soria;Mujeres;1953;1.517
Total Nacional;42 Soria;Mujeres;1952;1.624
Total Nacional;42 Soria;Mujeres;1951;1.514
Total Nacional;42 Soria;Mujeres;1950;1.638
Total Nacional;42 Soria;Mujeres;1949;1.677
Total Nacional;42 Soria;Mujeres;1948;1.793
Total Nacional;42 Soria;Mujeres;1947;1.654
Total Nacional;42 Soria;Mujeres;1946;1.818
Total Nacional;42 Soria;Mujeres;1945;1.918
Total Nacional;42 Soria;Mujeres;1944;1.961
Total Nacional;42 Soria;Mujeres;1943;1.940
Total Nacional;42 Soria;Mujeres;1942;1.767
Total Nacional;42 Soria;Mujeres;1941;1.842
Total Nacional;43 Tarragona;Total;2022;5.858
Total Nacional;43 Tarragona;Total;2021;6.031
Total Nacional;43 Tarragona;Total;2020;6.093
Total Nacional;43 Tarragona;Total;2019;6.488
Total Nacional;43 Tarragona;Total;2018;6.552
Total Nacional;43 Tarragona;Total;2017;6.908
Total Nacional;43 Tarragona;Total;2016;7.146
Total Nacional;43 Tarragona;Total;2015;7.479
Total Nacional;43 Tarragona;Total;2014;7.566
Total Nacional;43 Tarragona;Total;2013;7.569
Total Nacional;43 Tarragona;Total;2012;8.241
Total Nacional;43 Tarragona;Total;2011;8.704
Total Nacional;43 Tarragona;Total;2010;9.281
Total Nacional;43 Tarragona;Total;2009;9.387
Total Nacional;43 Tarragona;Total;2008;9.922
Total Nacional;43 Tarragona;Total;2007;9.193
Total Nacional;43 Tarragona;Total;2006;8.455
Total Nacional;43 Tarragona;Total;2005;8.107
Total Nacional;43 Tarragona;Total;2004;7.422
Total Nacional;43 Tarragona;Total;2003;7.013
Total Nacional;43 Tarragona;Total;2002;6.635
Total Nacional;43 Tarragona;Total;2001;6.178
Total Nacional;43 Tarragona;Total;2000;6.087
Total Nacional;43 Tarragona;Total;1999;5.507
Total Nacional;43 Tarragona;Total;1998;5.385
Total Nacional;43 Tarragona;Total;1997;5.234
Total Nacional;43 Tarragona;Total;1996;5.115
Total Nacional;43 Tarragona;Total;1995;5.098
Total Nacional;43 Tarragona;Total;1994;5.092
Total Nacional;43 Tarragona;Total;1993;5.134
Total Nacional;43 Tarragona;Total;1992;5.321
Total Nacional;43 Tarragona;Total;1991;5.179
Total Nacional;43 Tarragona;Total;1990;5.235
Total Nacional;43 Tarragona;Total;1989;5.220
Total Nacional;43 Tarragona;Total;1988;5.512
Total Nacional;43 Tarragona;Total;1987;5.469
Total Nacional;43 Tarragona;Total;1986;5.604
Total Nacional;43 Tarragona;Total;1985;6.087
Total Nacional;43 Tarragona;Total;1984;6.178
Total Nacional;43 Tarragona;Total;1983;6.313
Total Nacional;43 Tarragona;Total;1982;7.043
Total Nacional;43 Tarragona;Total;1981;7.119
Total Nacional;43 Tarragona;Total;1980;7.788
Total Nacional;43 Tarragona;Total;1979;8.097
Total Nacional;43 Tarragona;Total;1978;8.796
Total Nacional;43 Tarragona;Total;1977;8.984
Total Nacional;43 Tarragona;Total;1976;9.095
Total Nacional;43 Tarragona;Total;1975;8.546
Total Nacional;43 Tarragona;Total;1974;8.623
Total Nacional;43 Tarragona;Total;1973;8.079
Total Nacional;43 Tarragona;Total;1972;7.840
Total Nacional;43 Tarragona;Total;1971;7.680
Total Nacional;43 Tarragona;Total;1970;7.282
Total Nacional;43 Tarragona;Total;1969;7.519
Total Nacional;43 Tarragona;Total;1968;7.280
Total Nacional;43 Tarragona;Total;1967;7.630
Total Nacional;43 Tarragona;Total;1966;7.570
Total Nacional;43 Tarragona;Total;1965;7.152
Total Nacional;43 Tarragona;Total;1964;7.166
Total Nacional;43 Tarragona;Total;1963;6.630
Total Nacional;43 Tarragona;Total;1962;6.694
Total Nacional;43 Tarragona;Total;1961;6.218
Total Nacional;43 Tarragona;Total;1960;6.178
Total Nacional;43 Tarragona;Total;1959;6.086
Total Nacional;43 Tarragona;Total;1958;6.152
Total Nacional;43 Tarragona;Total;1957;6.061
Total Nacional;43 Tarragona;Total;1956;5.706
Total Nacional;43 Tarragona;Total;1955;5.585
Total Nacional;43 Tarragona;Total;1954;5.615
Total Nacional;43 Tarragona;Total;1953;5.495
Total Nacional;43 Tarragona;Total;1952;5.545
Total Nacional;43 Tarragona;Total;1951;5.437
Total Nacional;43 Tarragona;Total;1950;5.467
Total Nacional;43 Tarragona;Total;1949;5.583
Total Nacional;43 Tarragona;Total;1948;5.976
Total Nacional;43 Tarragona;Total;1947;5.777
Total Nacional;43 Tarragona;Total;1946;5.693
Total Nacional;43 Tarragona;Total;1945;5.477
Total Nacional;43 Tarragona;Total;1944;5.137
Total Nacional;43 Tarragona;Total;1943;5.183
Total Nacional;43 Tarragona;Total;1942;4.589
Total Nacional;43 Tarragona;Total;1941;4.797
Total Nacional;43 Tarragona;Hombres;2022;3.000
Total Nacional;43 Tarragona;Hombres;2021;3.118
Total Nacional;43 Tarragona;Hombres;2020;3.096
Total Nacional;43 Tarragona;Hombres;2019;3.374
Total Nacional;43 Tarragona;Hombres;2018;3.383
Total Nacional;43 Tarragona;Hombres;2017;3.529
Total Nacional;43 Tarragona;Hombres;2016;3.685
Total Nacional;43 Tarragona;Hombres;2015;3.832
Total Nacional;43 Tarragona;Hombres;2014;3.916
Total Nacional;43 Tarragona;Hombres;2013;3.985
Total Nacional;43 Tarragona;Hombres;2012;4.300
Total Nacional;43 Tarragona;Hombres;2011;4.573
Total Nacional;43 Tarragona;Hombres;2010;4.843
Total Nacional;43 Tarragona;Hombres;2009;4.850
Total Nacional;43 Tarragona;Hombres;2008;5.202
Total Nacional;43 Tarragona;Hombres;2007;4.716
Total Nacional;43 Tarragona;Hombres;2006;4.387
Total Nacional;43 Tarragona;Hombres;2005;4.190
Total Nacional;43 Tarragona;Hombres;2004;3.841
Total Nacional;43 Tarragona;Hombres;2003;3.679
Total Nacional;43 Tarragona;Hombres;2002;3.393
Total Nacional;43 Tarragona;Hombres;2001;3.201
Total Nacional;43 Tarragona;Hombres;2000;3.104
Total Nacional;43 Tarragona;Hombres;1999;2.799
Total Nacional;43 Tarragona;Hombres;1998;2.786
Total Nacional;43 Tarragona;Hombres;1997;2.677
Total Nacional;43 Tarragona;Hombres;1996;2.636
Total Nacional;43 Tarragona;Hombres;1995;2.599
Total Nacional;43 Tarragona;Hombres;1994;2.582
Total Nacional;43 Tarragona;Hombres;1993;2.697
Total Nacional;43 Tarragona;Hombres;1992;2.750
Total Nacional;43 Tarragona;Hombres;1991;2.698
Total Nacional;43 Tarragona;Hombres;1990;2.719
