Total Nacional;Provincias;Sexo;Periodo;Total
Total Nacional;09 Burgos;Total;1942;5.995
Total Nacional;09 Burgos;Total;1941;6.844
Total Nacional;09 Burgos;Total;1940;6.507
Total Nacional;09 Burgos;Total;1939;6.826
Total Nacional;09 Burgos;Total;1938;7.129
Total Nacional;09 Burgos;Total;1937;7.139
Total Nacional;09 Burgos;Total;1936;7.030
Total Nacional;09 Burgos;Total;1935;7.223
Total Nacional;09 Burgos;Total;1934;6.434
Total Nacional;09 Burgos;Total;1933;6.980
Total Nacional;09 Burgos;Total;1932;6.910
Total Nacional;09 Burgos;Total;1931;7.069
Total Nacional;09 Burgos;Total;1930;6.914
Total Nacional;09 Burgos;Hombres;1974;1.720
Total Nacional;09 Burgos;Hombres;1973;1.864
Total Nacional;09 Burgos;Hombres;1972;1.786
Total Nacional;09 Burgos;Hombres;1971;2.054
Total Nacional;09 Burgos;Hombres;1970;1.689
Total Nacional;09 Burgos;Hombres;1969;1.926
Total Nacional;09 Burgos;Hombres;1968;1.898
Total Nacional;09 Burgos;Hombres;1967;1.846
Total Nacional;09 Burgos;Hombres;1966;1.794
Total Nacional;09 Burgos;Hombres;1965;1.889
Total Nacional;09 Burgos;Hombres;1964;1.888
Total Nacional;09 Burgos;Hombres;1963;1.972
Total Nacional;09 Burgos;Hombres;1962;2.063
Total Nacional;09 Burgos;Hombres;1961;1.903
Total Nacional;09 Burgos;Hombres;1960;1.987
Total Nacional;09 Burgos;Hombres;1959;""
Total Nacional;09 Burgos;Hombres;1958;""
Total Nacional;09 Burgos;Hombres;1957;""
Total Nacional;09 Burgos;Hombres;1956;""
Total Nacional;09 Burgos;Hombres;1955;""
Total Nacional;09 Burgos;Hombres;1954;""
Total Nacional;09 Burgos;Hombres;1953;""
Total Nacional;09 Burgos;Hombres;1952;""
Total Nacional;09 Burgos;Hombres;1951;""
Total Nacional;09 Burgos;Hombres;1950;""
Total Nacional;09 Burgos;Hombres;1949;""
Total Nacional;09 Burgos;Hombres;1948;""
Total Nacional;09 Burgos;Hombres;1947;""
Total Nacional;09 Burgos;Hombres;1946;""
Total Nacional;09 Burgos;Hombres;1945;""
Total Nacional;09 Burgos;Hombres;1944;""
Total Nacional;09 Burgos;Hombres;1943;""
Total Nacional;09 Burgos;Hombres;1942;""
Total Nacional;09 Burgos;Hombres;1941;""
Total Nacional;09 Burgos;Hombres;1940;""
Total Nacional;09 Burgos;Hombres;1939;""
Total Nacional;09 Burgos;Hombres;1938;""
Total Nacional;09 Burgos;Hombres;1937;""
Total Nacional;09 Burgos;Hombres;1936;""
Total Nacional;09 Burgos;Hombres;1935;""
Total Nacional;09 Burgos;Hombres;1934;""
Total Nacional;09 Burgos;Hombres;1933;""
Total Nacional;09 Burgos;Hombres;1932;""
Total Nacional;09 Burgos;Hombres;1931;""
Total Nacional;09 Burgos;Hombres;1930;""
Total Nacional;09 Burgos;Mujeres;1974;1.422
Total Nacional;09 Burgos;Mujeres;1973;1.415
Total Nacional;09 Burgos;Mujeres;1972;1.427
Total Nacional;09 Burgos;Mujeres;1971;1.691
Total Nacional;09 Burgos;Mujeres;1970;1.438
Total Nacional;09 Burgos;Mujeres;1969;1.542
Total Nacional;09 Burgos;Mujeres;1968;1.448
Total Nacional;09 Burgos;Mujeres;1967;1.531
Total Nacional;09 Burgos;Mujeres;1966;1.476
Total Nacional;09 Burgos;Mujeres;1965;1.533
Total Nacional;09 Burgos;Mujeres;1964;1.526
Total Nacional;09 Burgos;Mujeres;1963;1.655
Total Nacional;09 Burgos;Mujeres;1962;1.775
Total Nacional;09 Burgos;Mujeres;1961;1.637
Total Nacional;09 Burgos;Mujeres;1960;1.622
Total Nacional;09 Burgos;Mujeres;1959;""
Total Nacional;09 Burgos;Mujeres;1958;""
Total Nacional;09 Burgos;Mujeres;1957;""
Total Nacional;09 Burgos;Mujeres;1956;""
Total Nacional;09 Burgos;Mujeres;1955;""
Total Nacional;09 Burgos;Mujeres;1954;""
Total Nacional;09 Burgos;Mujeres;1953;""
Total Nacional;09 Burgos;Mujeres;1952;""
Total Nacional;09 Burgos;Mujeres;1951;""
Total Nacional;09 Burgos;Mujeres;1950;""
Total Nacional;09 Burgos;Mujeres;1949;""
Total Nacional;09 Burgos;Mujeres;1948;""
Total Nacional;09 Burgos;Mujeres;1947;""
Total Nacional;09 Burgos;Mujeres;1946;""
Total Nacional;09 Burgos;Mujeres;1945;""
Total Nacional;09 Burgos;Mujeres;1944;""
Total Nacional;09 Burgos;Mujeres;1943;""
Total Nacional;09 Burgos;Mujeres;1942;""
Total Nacional;09 Burgos;Mujeres;1941;""
Total Nacional;09 Burgos;Mujeres;1940;""
Total Nacional;09 Burgos;Mujeres;1939;""
Total Nacional;09 Burgos;Mujeres;1938;""
Total Nacional;09 Burgos;Mujeres;1937;""
Total Nacional;09 Burgos;Mujeres;1936;""
Total Nacional;09 Burgos;Mujeres;1935;""
Total Nacional;09 Burgos;Mujeres;1934;""
Total Nacional;09 Burgos;Mujeres;1933;""
Total Nacional;09 Burgos;Mujeres;1932;""
Total Nacional;09 Burgos;Mujeres;1931;""
Total Nacional;09 Burgos;Mujeres;1930;""
Total Nacional;10 Cáceres;Total;1974;4.168
Total Nacional;10 Cáceres;Total;1973;3.993
Total Nacional;10 Cáceres;Total;1972;3.948
Total Nacional;10 Cáceres;Total;1971;4.207
Total Nacional;10 Cáceres;Total;1970;4.118
Total Nacional;10 Cáceres;Total;1969;4.434
Total Nacional;10 Cáceres;Total;1968;4.247
Total Nacional;10 Cáceres;Total;1967;4.240
Total Nacional;10 Cáceres;Total;1966;4.326
Total Nacional;10 Cáceres;Total;1965;4.472
Total Nacional;10 Cáceres;Total;1964;4.608
Total Nacional;10 Cáceres;Total;1963;4.909
Total Nacional;10 Cáceres;Total;1962;4.791
Total Nacional;10 Cáceres;Total;1961;4.670
Total Nacional;10 Cáceres;Total;1960;4.842
Total Nacional;10 Cáceres;Total;1959;5.161
Total Nacional;10 Cáceres;Total;1958;4.945
Total Nacional;10 Cáceres;Total;1957;5.623
Total Nacional;10 Cáceres;Total;1956;5.368
Total Nacional;10 Cáceres;Total;1955;5.475
Total Nacional;10 Cáceres;Total;1954;5.547
Total Nacional;10 Cáceres;Total;1953;5.697
Total Nacional;10 Cáceres;Total;1952;5.638
Total Nacional;10 Cáceres;Total;1951;6.517
Total Nacional;10 Cáceres;Total;1950;6.132
Total Nacional;10 Cáceres;Total;1949;6.652
Total Nacional;10 Cáceres;Total;1948;6.551
Total Nacional;10 Cáceres;Total;1947;6.744
Total Nacional;10 Cáceres;Total;1946;7.282
Total Nacional;10 Cáceres;Total;1945;6.787
Total Nacional;10 Cáceres;Total;1944;6.970
Total Nacional;10 Cáceres;Total;1943;7.961
Total Nacional;10 Cáceres;Total;1942;8.610
Total Nacional;10 Cáceres;Total;1941;13.151
Total Nacional;10 Cáceres;Total;1940;8.471
Total Nacional;10 Cáceres;Total;1939;8.028
Total Nacional;10 Cáceres;Total;1938;8.565
Total Nacional;10 Cáceres;Total;1937;9.769
Total Nacional;10 Cáceres;Total;1936;8.965
Total Nacional;10 Cáceres;Total;1935;8.504
Total Nacional;10 Cáceres;Total;1934;9.087
Total Nacional;10 Cáceres;Total;1933;8.911
Total Nacional;10 Cáceres;Total;1932;8.572
Total Nacional;10 Cáceres;Total;1931;8.993
Total Nacional;10 Cáceres;Total;1930;9.373
Total Nacional;10 Cáceres;Hombres;1974;2.108
Total Nacional;10 Cáceres;Hombres;1973;2.112
Total Nacional;10 Cáceres;Hombres;1972;2.013
Total Nacional;10 Cáceres;Hombres;1971;2.231
Total Nacional;10 Cáceres;Hombres;1970;2.157
Total Nacional;10 Cáceres;Hombres;1969;2.321
Total Nacional;10 Cáceres;Hombres;1968;2.222
Total Nacional;10 Cáceres;Hombres;1967;2.282
Total Nacional;10 Cáceres;Hombres;1966;2.292
Total Nacional;10 Cáceres;Hombres;1965;2.342
Total Nacional;10 Cáceres;Hombres;1964;2.459
Total Nacional;10 Cáceres;Hombres;1963;2.575
Total Nacional;10 Cáceres;Hombres;1962;2.523
Total Nacional;10 Cáceres;Hombres;1961;2.450
Total Nacional;10 Cáceres;Hombres;1960;2.572
Total Nacional;10 Cáceres;Hombres;1959;""
Total Nacional;10 Cáceres;Hombres;1958;""
Total Nacional;10 Cáceres;Hombres;1957;""
Total Nacional;10 Cáceres;Hombres;1956;""
Total Nacional;10 Cáceres;Hombres;1955;""
Total Nacional;10 Cáceres;Hombres;1954;""
Total Nacional;10 Cáceres;Hombres;1953;""
Total Nacional;10 Cáceres;Hombres;1952;""
Total Nacional;10 Cáceres;Hombres;1951;""
Total Nacional;10 Cáceres;Hombres;1950;""
Total Nacional;10 Cáceres;Hombres;1949;""
Total Nacional;10 Cáceres;Hombres;1948;""
Total Nacional;10 Cáceres;Hombres;1947;""
Total Nacional;10 Cáceres;Hombres;1946;""
Total Nacional;10 Cáceres;Hombres;1945;""
Total Nacional;10 Cáceres;Hombres;1944;""
Total Nacional;10 Cáceres;Hombres;1943;""
Total Nacional;10 Cáceres;Hombres;1942;""
Total Nacional;10 Cáceres;Hombres;1941;""
Total Nacional;10 Cáceres;Hombres;1940;""
Total Nacional;10 Cáceres;Hombres;1939;""
Total Nacional;10 Cáceres;Hombres;1938;""
Total Nacional;10 Cáceres;Hombres;1937;""
Total Nacional;10 Cáceres;Hombres;1936;""
Total Nacional;10 Cáceres;Hombres;1935;""
Total Nacional;10 Cáceres;Hombres;1934;""
Total Nacional;10 Cáceres;Hombres;1933;""
Total Nacional;10 Cáceres;Hombres;1932;""
Total Nacional;10 Cáceres;Hombres;1931;""
Total Nacional;10 Cáceres;Hombres;1930;""
Total Nacional;10 Cáceres;Mujeres;1974;2.060
Total Nacional;10 Cáceres;Mujeres;1973;1.881
Total Nacional;10 Cáceres;Mujeres;1972;1.935
Total Nacional;10 Cáceres;Mujeres;1971;1.976
Total Nacional;10 Cáceres;Mujeres;1970;1.961
Total Nacional;10 Cáceres;Mujeres;1969;2.113
Total Nacional;10 Cáceres;Mujeres;1968;2.025
Total Nacional;10 Cáceres;Mujeres;1967;1.958
Total Nacional;10 Cáceres;Mujeres;1966;2.034
Total Nacional;10 Cáceres;Mujeres;1965;2.130
Total Nacional;10 Cáceres;Mujeres;1964;2.149
Total Nacional;10 Cáceres;Mujeres;1963;2.334
Total Nacional;10 Cáceres;Mujeres;1962;2.268
Total Nacional;10 Cáceres;Mujeres;1961;2.220
Total Nacional;10 Cáceres;Mujeres;1960;2.270
Total Nacional;10 Cáceres;Mujeres;1959;""
Total Nacional;10 Cáceres;Mujeres;1958;""
Total Nacional;10 Cáceres;Mujeres;1957;""
Total Nacional;10 Cáceres;Mujeres;1956;""
Total Nacional;10 Cáceres;Mujeres;1955;""
Total Nacional;10 Cáceres;Mujeres;1954;""
Total Nacional;10 Cáceres;Mujeres;1953;""
Total Nacional;10 Cáceres;Mujeres;1952;""
Total Nacional;10 Cáceres;Mujeres;1951;""
Total Nacional;10 Cáceres;Mujeres;1950;""
Total Nacional;10 Cáceres;Mujeres;1949;""
Total Nacional;10 Cáceres;Mujeres;1948;""
Total Nacional;10 Cáceres;Mujeres;1947;""
Total Nacional;10 Cáceres;Mujeres;1946;""
Total Nacional;10 Cáceres;Mujeres;1945;""
Total Nacional;10 Cáceres;Mujeres;1944;""
Total Nacional;10 Cáceres;Mujeres;1943;""
Total Nacional;10 Cáceres;Mujeres;1942;""
Total Nacional;10 Cáceres;Mujeres;1941;""
Total Nacional;10 Cáceres;Mujeres;1940;""
Total Nacional;10 Cáceres;Mujeres;1939;""
Total Nacional;10 Cáceres;Mujeres;1938;""
Total Nacional;10 Cáceres;Mujeres;1937;""
Total Nacional;10 Cáceres;Mujeres;1936;""
Total Nacional;10 Cáceres;Mujeres;1935;""
Total Nacional;10 Cáceres;Mujeres;1934;""
Total Nacional;10 Cáceres;Mujeres;1933;""
Total Nacional;10 Cáceres;Mujeres;1932;""
Total Nacional;10 Cáceres;Mujeres;1931;""
Total Nacional;10 Cáceres;Mujeres;1930;""
Total Nacional;11 Cádiz;Total;1974;6.939
Total Nacional;11 Cádiz;Total;1973;6.929
Total Nacional;11 Cádiz;Total;1972;6.440
Total Nacional;11 Cádiz;Total;1971;6.957
Total Nacional;11 Cádiz;Total;1970;6.394
Total Nacional;11 Cádiz;Total;1969;7.153
Total Nacional;11 Cádiz;Total;1968;6.475
Total Nacional;11 Cádiz;Total;1967;6.627
Total Nacional;11 Cádiz;Total;1966;6.478
Total Nacional;11 Cádiz;Total;1965;6.480
Total Nacional;11 Cádiz;Total;1964;6.322
Total Nacional;11 Cádiz;Total;1963;6.617
Total Nacional;11 Cádiz;Total;1962;6.669
Total Nacional;11 Cádiz;Total;1961;6.525
Total Nacional;11 Cádiz;Total;1960;6.471
Total Nacional;11 Cádiz;Total;1959;6.644
Total Nacional;11 Cádiz;Total;1958;6.374
Total Nacional;11 Cádiz;Total;1957;7.313
Total Nacional;11 Cádiz;Total;1956;7.161
Total Nacional;11 Cádiz;Total;1955;6.542
Total Nacional;11 Cádiz;Total;1954;6.250
Total Nacional;11 Cádiz;Total;1953;6.406
Total Nacional;11 Cádiz;Total;1952;6.893
Total Nacional;11 Cádiz;Total;1951;8.258
Total Nacional;11 Cádiz;Total;1950;7.807
Total Nacional;11 Cádiz;Total;1949;8.451
Total Nacional;11 Cádiz;Total;1948;7.757
Total Nacional;11 Cádiz;Total;1947;8.544
Total Nacional;11 Cádiz;Total;1946;8.604
Total Nacional;11 Cádiz;Total;1945;8.258
Total Nacional;11 Cádiz;Total;1944;8.904
Total Nacional;11 Cádiz;Total;1943;9.294
Total Nacional;11 Cádiz;Total;1942;11.397
Total Nacional;11 Cádiz;Total;1941;16.809
Total Nacional;11 Cádiz;Total;1940;10.173
Total Nacional;11 Cádiz;Total;1939;10.181
Total Nacional;11 Cádiz;Total;1938;10.021
Total Nacional;11 Cádiz;Total;1937;10.484
Total Nacional;11 Cádiz;Total;1936;10.375
Total Nacional;11 Cádiz;Total;1935;9.861
Total Nacional;11 Cádiz;Total;1934;10.006
Total Nacional;11 Cádiz;Total;1933;11.028
Total Nacional;11 Cádiz;Total;1932;10.184
Total Nacional;11 Cádiz;Total;1931;10.757
Total Nacional;11 Cádiz;Total;1930;10.623
Total Nacional;11 Cádiz;Hombres;1974;3.650
Total Nacional;11 Cádiz;Hombres;1973;3.618
Total Nacional;11 Cádiz;Hombres;1972;3.388
Total Nacional;11 Cádiz;Hombres;1971;3.696
Total Nacional;11 Cádiz;Hombres;1970;3.388
Total Nacional;11 Cádiz;Hombres;1969;3.814
Total Nacional;11 Cádiz;Hombres;1968;3.428
Total Nacional;11 Cádiz;Hombres;1967;3.482
Total Nacional;11 Cádiz;Hombres;1966;3.355
Total Nacional;11 Cádiz;Hombres;1965;3.401
Total Nacional;11 Cádiz;Hombres;1964;3.312
Total Nacional;11 Cádiz;Hombres;1963;3.537
Total Nacional;11 Cádiz;Hombres;1962;3.537
Total Nacional;11 Cádiz;Hombres;1961;3.426
Total Nacional;11 Cádiz;Hombres;1960;3.465
Total Nacional;11 Cádiz;Hombres;1959;""
Total Nacional;11 Cádiz;Hombres;1958;""
Total Nacional;11 Cádiz;Hombres;1957;""
Total Nacional;11 Cádiz;Hombres;1956;""
Total Nacional;11 Cádiz;Hombres;1955;""
Total Nacional;11 Cádiz;Hombres;1954;""
Total Nacional;11 Cádiz;Hombres;1953;""
Total Nacional;11 Cádiz;Hombres;1952;""
Total Nacional;11 Cádiz;Hombres;1951;""
Total Nacional;11 Cádiz;Hombres;1950;""
Total Nacional;11 Cádiz;Hombres;1949;""
Total Nacional;11 Cádiz;Hombres;1948;""
Total Nacional;11 Cádiz;Hombres;1947;""
Total Nacional;11 Cádiz;Hombres;1946;""
Total Nacional;11 Cádiz;Hombres;1945;""
Total Nacional;11 Cádiz;Hombres;1944;""
Total Nacional;11 Cádiz;Hombres;1943;""
Total Nacional;11 Cádiz;Hombres;1942;""
Total Nacional;11 Cádiz;Hombres;1941;""
Total Nacional;11 Cádiz;Hombres;1940;""
Total Nacional;11 Cádiz;Hombres;1939;""
Total Nacional;11 Cádiz;Hombres;1938;""
Total Nacional;11 Cádiz;Hombres;1937;""
Total Nacional;11 Cádiz;Hombres;1936;""
Total Nacional;11 Cádiz;Hombres;1935;""
Total Nacional;11 Cádiz;Hombres;1934;""
Total Nacional;11 Cádiz;Hombres;1933;""
Total Nacional;11 Cádiz;Hombres;1932;""
Total Nacional;11 Cádiz;Hombres;1931;""
Total Nacional;11 Cádiz;Hombres;1930;""
Total Nacional;11 Cádiz;Mujeres;1974;3.289
Total Nacional;11 Cádiz;Mujeres;1973;3.311
Total Nacional;11 Cádiz;Mujeres;1972;3.052
Total Nacional;11 Cádiz;Mujeres;1971;3.261
Total Nacional;11 Cádiz;Mujeres;1970;3.006
Total Nacional;11 Cádiz;Mujeres;1969;3.339
Total Nacional;11 Cádiz;Mujeres;1968;3.047
Total Nacional;11 Cádiz;Mujeres;1967;3.145
Total Nacional;11 Cádiz;Mujeres;1966;3.123
Total Nacional;11 Cádiz;Mujeres;1965;3.079
Total Nacional;11 Cádiz;Mujeres;1964;3.010
Total Nacional;11 Cádiz;Mujeres;1963;3.080
Total Nacional;11 Cádiz;Mujeres;1962;3.132
Total Nacional;11 Cádiz;Mujeres;1961;3.099
Total Nacional;11 Cádiz;Mujeres;1960;3.006
Total Nacional;11 Cádiz;Mujeres;1959;""
Total Nacional;11 Cádiz;Mujeres;1958;""
Total Nacional;11 Cádiz;Mujeres;1957;""
Total Nacional;11 Cádiz;Mujeres;1956;""
Total Nacional;11 Cádiz;Mujeres;1955;""
Total Nacional;11 Cádiz;Mujeres;1954;""
Total Nacional;11 Cádiz;Mujeres;1953;""
Total Nacional;11 Cádiz;Mujeres;1952;""
Total Nacional;11 Cádiz;Mujeres;1951;""
Total Nacional;11 Cádiz;Mujeres;1950;""
Total Nacional;11 Cádiz;Mujeres;1949;""
Total Nacional;11 Cádiz;Mujeres;1948;""
Total Nacional;11 Cádiz;Mujeres;1947;""
Total Nacional;11 Cádiz;Mujeres;1946;""
Total Nacional;11 Cádiz;Mujeres;1945;""
Total Nacional;11 Cádiz;Mujeres;1944;""
Total Nacional;11 Cádiz;Mujeres;1943;""
Total Nacional;11 Cádiz;Mujeres;1942;""
Total Nacional;11 Cádiz;Mujeres;1941;""
Total Nacional;11 Cádiz;Mujeres;1940;""
Total Nacional;11 Cádiz;Mujeres;1939;""
Total Nacional;11 Cádiz;Mujeres;1938;""
Total Nacional;11 Cádiz;Mujeres;1937;""
Total Nacional;11 Cádiz;Mujeres;1936;""
Total Nacional;11 Cádiz;Mujeres;1935;""
Total Nacional;11 Cádiz;Mujeres;1934;""
Total Nacional;11 Cádiz;Mujeres;1933;""
Total Nacional;11 Cádiz;Mujeres;1932;""
Total Nacional;11 Cádiz;Mujeres;1931;""
Total Nacional;11 Cádiz;Mujeres;1930;""
Total Nacional;39 Cantabria;Total;1974;4.074
Total Nacional;39 Cantabria;Total;1973;4.415
Total Nacional;39 Cantabria;Total;1972;4.076
Total Nacional;39 Cantabria;Total;1971;4.440
Total Nacional;39 Cantabria;Total;1970;4.004
Total Nacional;39 Cantabria;Total;1969;4.208
Total Nacional;39 Cantabria;Total;1968;3.917
Total Nacional;39 Cantabria;Total;1967;4.048
Total Nacional;39 Cantabria;Total;1966;3.882
Total Nacional;39 Cantabria;Total;1965;3.671
Total Nacional;39 Cantabria;Total;1964;3.798
Total Nacional;39 Cantabria;Total;1963;3.737
Total Nacional;39 Cantabria;Total;1962;3.819
Total Nacional;39 Cantabria;Total;1961;3.654
Total Nacional;39 Cantabria;Total;1960;3.771
Total Nacional;39 Cantabria;Total;1959;3.610
Total Nacional;39 Cantabria;Total;1958;3.531
Total Nacional;39 Cantabria;Total;1957;4.039
Total Nacional;39 Cantabria;Total;1956;3.783
Total Nacional;39 Cantabria;Total;1955;3.968
Total Nacional;39 Cantabria;Total;1954;3.608
Total Nacional;39 Cantabria;Total;1953;3.760
Total Nacional;39 Cantabria;Total;1952;3.617
Total Nacional;39 Cantabria;Total;1951;4.442
Total Nacional;39 Cantabria;Total;1950;4.271
Total Nacional;39 Cantabria;Total;1949;4.122
Total Nacional;39 Cantabria;Total;1948;4.343
Total Nacional;39 Cantabria;Total;1947;4.451
Total Nacional;39 Cantabria;Total;1946;4.704
Total Nacional;39 Cantabria;Total;1945;4.637
Total Nacional;39 Cantabria;Total;1944;4.921
Total Nacional;39 Cantabria;Total;1943;4.993
Total Nacional;39 Cantabria;Total;1942;5.295
Total Nacional;39 Cantabria;Total;1941;6.020
Total Nacional;39 Cantabria;Total;1940;5.278
Total Nacional;39 Cantabria;Total;1939;5.618
Total Nacional;39 Cantabria;Total;1938;6.371
Total Nacional;39 Cantabria;Total;1937;9.097
Total Nacional;39 Cantabria;Total;1936;5.445
Total Nacional;39 Cantabria;Total;1935;5.002
Total Nacional;39 Cantabria;Total;1934;5.293
Total Nacional;39 Cantabria;Total;1933;5.370
Total Nacional;39 Cantabria;Total;1932;5.752
Total Nacional;39 Cantabria;Total;1931;5.839
Total Nacional;39 Cantabria;Total;1930;5.536
Total Nacional;39 Cantabria;Hombres;1974;2.106
Total Nacional;39 Cantabria;Hombres;1973;2.319
Total Nacional;39 Cantabria;Hombres;1972;2.113
Total Nacional;39 Cantabria;Hombres;1971;2.303
Total Nacional;39 Cantabria;Hombres;1970;2.089
Total Nacional;39 Cantabria;Hombres;1969;2.153
Total Nacional;39 Cantabria;Hombres;1968;2.053
Total Nacional;39 Cantabria;Hombres;1967;2.136
Total Nacional;39 Cantabria;Hombres;1966;1.963
Total Nacional;39 Cantabria;Hombres;1965;1.909
Total Nacional;39 Cantabria;Hombres;1964;2.002
Total Nacional;39 Cantabria;Hombres;1963;1.887
Total Nacional;39 Cantabria;Hombres;1962;1.923
Total Nacional;39 Cantabria;Hombres;1961;1.849
Total Nacional;39 Cantabria;Hombres;1960;1.913
Total Nacional;39 Cantabria;Hombres;1959;""
Total Nacional;39 Cantabria;Hombres;1958;""
Total Nacional;39 Cantabria;Hombres;1957;""
Total Nacional;39 Cantabria;Hombres;1956;""
Total Nacional;39 Cantabria;Hombres;1955;""
Total Nacional;39 Cantabria;Hombres;1954;""
Total Nacional;39 Cantabria;Hombres;1953;""
Total Nacional;39 Cantabria;Hombres;1952;""
Total Nacional;39 Cantabria;Hombres;1951;""
Total Nacional;39 Cantabria;Hombres;1950;""
Total Nacional;39 Cantabria;Hombres;1949;""
Total Nacional;39 Cantabria;Hombres;1948;""
Total Nacional;39 Cantabria;Hombres;1947;""
Total Nacional;39 Cantabria;Hombres;1946;""
Total Nacional;39 Cantabria;Hombres;1945;""
Total Nacional;39 Cantabria;Hombres;1944;""
Total Nacional;39 Cantabria;Hombres;1943;""
Total Nacional;39 Cantabria;Hombres;1942;""
Total Nacional;39 Cantabria;Hombres;1941;""
Total Nacional;39 Cantabria;Hombres;1940;""
Total Nacional;39 Cantabria;Hombres;1939;""
Total Nacional;39 Cantabria;Hombres;1938;""
Total Nacional;39 Cantabria;Hombres;1937;""
Total Nacional;39 Cantabria;Hombres;1936;""
Total Nacional;39 Cantabria;Hombres;1935;""
Total Nacional;39 Cantabria;Hombres;1934;""
Total Nacional;39 Cantabria;Hombres;1933;""
Total Nacional;39 Cantabria;Hombres;1932;""
Total Nacional;39 Cantabria;Hombres;1931;""
Total Nacional;39 Cantabria;Hombres;1930;""
Total Nacional;39 Cantabria;Mujeres;1974;1.968
Total Nacional;39 Cantabria;Mujeres;1973;2.096
Total Nacional;39 Cantabria;Mujeres;1972;1.963
Total Nacional;39 Cantabria;Mujeres;1971;2.137
Total Nacional;39 Cantabria;Mujeres;1970;1.915
Total Nacional;39 Cantabria;Mujeres;1969;2.055
Total Nacional;39 Cantabria;Mujeres;1968;1.864
Total Nacional;39 Cantabria;Mujeres;1967;1.912
Total Nacional;39 Cantabria;Mujeres;1966;1.919
Total Nacional;39 Cantabria;Mujeres;1965;1.762
Total Nacional;39 Cantabria;Mujeres;1964;1.796
Total Nacional;39 Cantabria;Mujeres;1963;1.850
Total Nacional;39 Cantabria;Mujeres;1962;1.896
Total Nacional;39 Cantabria;Mujeres;1961;1.805
Total Nacional;39 Cantabria;Mujeres;1960;1.858
Total Nacional;39 Cantabria;Mujeres;1959;""
Total Nacional;39 Cantabria;Mujeres;1958;""
Total Nacional;39 Cantabria;Mujeres;1957;""
Total Nacional;39 Cantabria;Mujeres;1956;""
Total Nacional;39 Cantabria;Mujeres;1955;""
Total Nacional;39 Cantabria;Mujeres;1954;""
Total Nacional;39 Cantabria;Mujeres;1953;""
Total Nacional;39 Cantabria;Mujeres;1952;""
Total Nacional;39 Cantabria;Mujeres;1951;""
Total Nacional;39 Cantabria;Mujeres;1950;""
Total Nacional;39 Cantabria;Mujeres;1949;""
Total Nacional;39 Cantabria;Mujeres;1948;""
Total Nacional;39 Cantabria;Mujeres;1947;""
Total Nacional;39 Cantabria;Mujeres;1946;""
Total Nacional;39 Cantabria;Mujeres;1945;""
Total Nacional;39 Cantabria;Mujeres;1944;""
Total Nacional;39 Cantabria;Mujeres;1943;""
Total Nacional;39 Cantabria;Mujeres;1942;""
Total Nacional;39 Cantabria;Mujeres;1941;""
Total Nacional;39 Cantabria;Mujeres;1940;""
Total Nacional;39 Cantabria;Mujeres;1939;""
Total Nacional;39 Cantabria;Mujeres;1938;""
Total Nacional;39 Cantabria;Mujeres;1937;""
Total Nacional;39 Cantabria;Mujeres;1936;""
Total Nacional;39 Cantabria;Mujeres;1935;""
Total Nacional;39 Cantabria;Mujeres;1934;""
Total Nacional;39 Cantabria;Mujeres;1933;""
Total Nacional;39 Cantabria;Mujeres;1932;""
Total Nacional;39 Cantabria;Mujeres;1931;""
Total Nacional;39 Cantabria;Mujeres;1930;""
Total Nacional;12 Castellón/Castelló;Total;1974;4.330
Total Nacional;12 Castellón/Castelló;Total;1973;4.361
Total Nacional;12 Castellón/Castelló;Total;1972;4.129
Total Nacional;12 Castellón/Castelló;Total;1971;4.656
Total Nacional;12 Castellón/Castelló;Total;1970;4.121
Total Nacional;12 Castellón/Castelló;Total;1969;4.406
Total Nacional;12 Castellón/Castelló;Total;1968;4.140
Total Nacional;12 Castellón/Castelló;Total;1967;4.078
Total Nacional;12 Castellón/Castelló;Total;1966;3.916
Total Nacional;12 Castellón/Castelló;Total;1965;3.905
Total Nacional;12 Castellón/Castelló;Total;1964;4.009
Total Nacional;12 Castellón/Castelló;Total;1963;3.973
Total Nacional;12 Castellón/Castelló;Total;1962;3.959
Total Nacional;12 Castellón/Castelló;Total;1961;3.665
Total Nacional;12 Castellón/Castelló;Total;1960;3.967
Total Nacional;12 Castellón/Castelló;Total;1959;3.645
Total Nacional;12 Castellón/Castelló;Total;1958;3.520
Total Nacional;12 Castellón/Castelló;Total;1957;3.905
Total Nacional;12 Castellón/Castelló;Total;1956;4.036
Total Nacional;12 Castellón/Castelló;Total;1955;3.712
Total Nacional;12 Castellón/Castelló;Total;1954;3.529
Total Nacional;12 Castellón/Castelló;Total;1953;3.890
Total Nacional;12 Castellón/Castelló;Total;1952;3.785
Total Nacional;12 Castellón/Castelló;Total;1951;4.424
Total Nacional;12 Castellón/Castelló;Total;1950;3.829
Total Nacional;12 Castellón/Castelló;Total;1949;4.178
Total Nacional;12 Castellón/Castelló;Total;1948;3.953
Total Nacional;12 Castellón/Castelló;Total;1947;4.173
Total Nacional;12 Castellón/Castelló;Total;1946;4.190
Total Nacional;12 Castellón/Castelló;Total;1945;4.094
Total Nacional;12 Castellón/Castelló;Total;1944;4.417
Total Nacional;12 Castellón/Castelló;Total;1943;4.428
Total Nacional;12 Castellón/Castelló;Total;1942;4.771
