Total Nacional;Provincias;Sexo;Periodo;Total
Total Nacional;40 Segovia;Mujeres;1941;""
Total Nacional;40 Segovia;Mujeres;1940;""
Total Nacional;40 Segovia;Mujeres;1939;""
Total Nacional;40 Segovia;Mujeres;1938;""
Total Nacional;40 Segovia;Mujeres;1937;""
Total Nacional;40 Segovia;Mujeres;1936;""
Total Nacional;40 Segovia;Mujeres;1935;""
Total Nacional;40 Segovia;Mujeres;1934;""
Total Nacional;40 Segovia;Mujeres;1933;""
Total Nacional;40 Segovia;Mujeres;1932;""
Total Nacional;40 Segovia;Mujeres;1931;""
Total Nacional;40 Segovia;Mujeres;1930;""
Total Nacional;41 Sevilla;Total;1974;11.071
Total Nacional;41 Sevilla;Total;1973;11.243
Total Nacional;41 Sevilla;Total;1972;10.501
Total Nacional;41 Sevilla;Total;1971;11.719
Total Nacional;41 Sevilla;Total;1970;10.972
Total Nacional;41 Sevilla;Total;1969;11.608
Total Nacional;41 Sevilla;Total;1968;10.910
Total Nacional;41 Sevilla;Total;1967;10.871
Total Nacional;41 Sevilla;Total;1966;10.705
Total Nacional;41 Sevilla;Total;1965;10.576
Total Nacional;41 Sevilla;Total;1964;10.444
Total Nacional;41 Sevilla;Total;1963;10.339
Total Nacional;41 Sevilla;Total;1962;10.657
Total Nacional;41 Sevilla;Total;1961;10.251
Total Nacional;41 Sevilla;Total;1960;10.022
Total Nacional;41 Sevilla;Total;1959;10.113
Total Nacional;41 Sevilla;Total;1958;9.902
Total Nacional;41 Sevilla;Total;1957;11.622
Total Nacional;41 Sevilla;Total;1956;11.022
Total Nacional;41 Sevilla;Total;1955;9.676
Total Nacional;41 Sevilla;Total;1954;10.342
Total Nacional;41 Sevilla;Total;1953;10.370
Total Nacional;41 Sevilla;Total;1952;10.516
Total Nacional;41 Sevilla;Total;1951;12.586
Total Nacional;41 Sevilla;Total;1950;13.070
Total Nacional;41 Sevilla;Total;1949;14.321
Total Nacional;41 Sevilla;Total;1948;11.975
Total Nacional;41 Sevilla;Total;1947;13.168
Total Nacional;41 Sevilla;Total;1946;15.374
Total Nacional;41 Sevilla;Total;1945;13.094
Total Nacional;41 Sevilla;Total;1944;13.282
Total Nacional;41 Sevilla;Total;1943;13.861
Total Nacional;41 Sevilla;Total;1942;17.150
Total Nacional;41 Sevilla;Total;1941;23.452
Total Nacional;41 Sevilla;Total;1940;16.575
Total Nacional;41 Sevilla;Total;1939;14.776
Total Nacional;41 Sevilla;Total;1938;14.914
Total Nacional;41 Sevilla;Total;1937;15.654
Total Nacional;41 Sevilla;Total;1936;14.732
Total Nacional;41 Sevilla;Total;1935;14.189
Total Nacional;41 Sevilla;Total;1934;14.982
Total Nacional;41 Sevilla;Total;1933;15.745
Total Nacional;41 Sevilla;Total;1932;14.328
Total Nacional;41 Sevilla;Total;1931;15.231
Total Nacional;41 Sevilla;Total;1930;15.059
Total Nacional;41 Sevilla;Hombres;1974;5.673
Total Nacional;41 Sevilla;Hombres;1973;5.814
Total Nacional;41 Sevilla;Hombres;1972;5.367
Total Nacional;41 Sevilla;Hombres;1971;6.076
Total Nacional;41 Sevilla;Hombres;1970;5.807
Total Nacional;41 Sevilla;Hombres;1969;6.120
Total Nacional;41 Sevilla;Hombres;1968;5.665
Total Nacional;41 Sevilla;Hombres;1967;5.778
Total Nacional;41 Sevilla;Hombres;1966;5.571
Total Nacional;41 Sevilla;Hombres;1965;5.484
Total Nacional;41 Sevilla;Hombres;1964;5.402
Total Nacional;41 Sevilla;Hombres;1963;5.318
Total Nacional;41 Sevilla;Hombres;1962;5.493
Total Nacional;41 Sevilla;Hombres;1961;5.265
Total Nacional;41 Sevilla;Hombres;1960;5.206
Total Nacional;41 Sevilla;Hombres;1959;""
Total Nacional;41 Sevilla;Hombres;1958;""
Total Nacional;41 Sevilla;Hombres;1957;""
Total Nacional;41 Sevilla;Hombres;1956;""
Total Nacional;41 Sevilla;Hombres;1955;""
Total Nacional;41 Sevilla;Hombres;1954;""
Total Nacional;41 Sevilla;Hombres;1953;""
Total Nacional;41 Sevilla;Hombres;1952;""
Total Nacional;41 Sevilla;Hombres;1951;""
Total Nacional;41 Sevilla;Hombres;1950;""
Total Nacional;41 Sevilla;Hombres;1949;""
Total Nacional;41 Sevilla;Hombres;1948;""
Total Nacional;41 Sevilla;Hombres;1947;""
Total Nacional;41 Sevilla;Hombres;1946;""
Total Nacional;41 Sevilla;Hombres;1945;""
Total Nacional;41 Sevilla;Hombres;1944;""
Total Nacional;41 Sevilla;Hombres;1943;""
Total Nacional;41 Sevilla;Hombres;1942;""
Total Nacional;41 Sevilla;Hombres;1941;""
Total Nacional;41 Sevilla;Hombres;1940;""
Total Nacional;41 Sevilla;Hombres;1939;""
Total Nacional;41 Sevilla;Hombres;1938;""
Total Nacional;41 Sevilla;Hombres;1937;""
Total Nacional;41 Sevilla;Hombres;1936;""
Total Nacional;41 Sevilla;Hombres;1935;""
Total Nacional;41 Sevilla;Hombres;1934;""
Total Nacional;41 Sevilla;Hombres;1933;""
Total Nacional;41 Sevilla;Hombres;1932;""
Total Nacional;41 Sevilla;Hombres;1931;""
Total Nacional;41 Sevilla;Hombres;1930;""
Total Nacional;41 Sevilla;Mujeres;1974;5.398
Total Nacional;41 Sevilla;Mujeres;1973;5.429
Total Nacional;41 Sevilla;Mujeres;1972;5.134
Total Nacional;41 Sevilla;Mujeres;1971;5.643
Total Nacional;41 Sevilla;Mujeres;1970;5.165
Total Nacional;41 Sevilla;Mujeres;1969;5.488
Total Nacional;41 Sevilla;Mujeres;1968;5.245
Total Nacional;41 Sevilla;Mujeres;1967;5.093
Total Nacional;41 Sevilla;Mujeres;1966;5.134
Total Nacional;41 Sevilla;Mujeres;1965;5.092
Total Nacional;41 Sevilla;Mujeres;1964;5.042
Total Nacional;41 Sevilla;Mujeres;1963;5.021
Total Nacional;41 Sevilla;Mujeres;1962;5.164
Total Nacional;41 Sevilla;Mujeres;1961;4.986
Total Nacional;41 Sevilla;Mujeres;1960;4.816
Total Nacional;41 Sevilla;Mujeres;1959;""
Total Nacional;41 Sevilla;Mujeres;1958;""
Total Nacional;41 Sevilla;Mujeres;1957;""
Total Nacional;41 Sevilla;Mujeres;1956;""
Total Nacional;41 Sevilla;Mujeres;1955;""
Total Nacional;41 Sevilla;Mujeres;1954;""
Total Nacional;41 Sevilla;Mujeres;1953;""
Total Nacional;41 Sevilla;Mujeres;1952;""
Total Nacional;41 Sevilla;Mujeres;1951;""
Total Nacional;41 Sevilla;Mujeres;1950;""
Total Nacional;41 Sevilla;Mujeres;1949;""
Total Nacional;41 Sevilla;Mujeres;1948;""
Total Nacional;41 Sevilla;Mujeres;1947;""
Total Nacional;41 Sevilla;Mujeres;1946;""
Total Nacional;41 Sevilla;Mujeres;1945;""
Total Nacional;41 Sevilla;Mujeres;1944;""
Total Nacional;41 Sevilla;Mujeres;1943;""
Total Nacional;41 Sevilla;Mujeres;1942;""
Total Nacional;41 Sevilla;Mujeres;1941;""
Total Nacional;41 Sevilla;Mujeres;1940;""
Total Nacional;41 Sevilla;Mujeres;1939;""
Total Nacional;41 Sevilla;Mujeres;1938;""
Total Nacional;41 Sevilla;Mujeres;1937;""
Total Nacional;41 Sevilla;Mujeres;1936;""
Total Nacional;41 Sevilla;Mujeres;1935;""
Total Nacional;41 Sevilla;Mujeres;1934;""
Total Nacional;41 Sevilla;Mujeres;1933;""
Total Nacional;41 Sevilla;Mujeres;1932;""
Total Nacional;41 Sevilla;Mujeres;1931;""
Total Nacional;41 Sevilla;Mujeres;1930;""
Total Nacional;42 Soria;Total;1974;1.071
Total Nacional;42 Soria;Total;1973;1.145
Total Nacional;42 Soria;Total;1972;1.100
Total Nacional;42 Soria;Total;1971;1.189
Total Nacional;42 Soria;Total;1970;1.122
Total Nacional;42 Soria;Total;1969;1.275
Total Nacional;42 Soria;Total;1968;1.092
Total Nacional;42 Soria;Total;1967;1.200
Total Nacional;42 Soria;Total;1966;1.311
Total Nacional;42 Soria;Total;1965;1.272
Total Nacional;42 Soria;Total;1964;1.277
Total Nacional;42 Soria;Total;1963;1.524
Total Nacional;42 Soria;Total;1962;1.391
Total Nacional;42 Soria;Total;1961;1.361
Total Nacional;42 Soria;Total;1960;1.417
Total Nacional;42 Soria;Total;1959;1.481
Total Nacional;42 Soria;Total;1958;1.382
Total Nacional;42 Soria;Total;1957;1.739
Total Nacional;42 Soria;Total;1956;1.736
Total Nacional;42 Soria;Total;1955;1.571
Total Nacional;42 Soria;Total;1954;1.579
Total Nacional;42 Soria;Total;1953;1.705
Total Nacional;42 Soria;Total;1952;1.607
Total Nacional;42 Soria;Total;1951;1.975
Total Nacional;42 Soria;Total;1950;1.760
Total Nacional;42 Soria;Total;1949;2.010
Total Nacional;42 Soria;Total;1948;1.827
Total Nacional;42 Soria;Total;1947;1.962
Total Nacional;42 Soria;Total;1946;2.144
Total Nacional;42 Soria;Total;1945;2.103
Total Nacional;42 Soria;Total;1944;2.243
Total Nacional;42 Soria;Total;1943;2.251
Total Nacional;42 Soria;Total;1942;2.380
Total Nacional;42 Soria;Total;1941;2.807
Total Nacional;42 Soria;Total;1940;2.690
Total Nacional;42 Soria;Total;1939;2.525
Total Nacional;42 Soria;Total;1938;2.817
Total Nacional;42 Soria;Total;1937;2.802
Total Nacional;42 Soria;Total;1936;2.726
Total Nacional;42 Soria;Total;1935;2.824
Total Nacional;42 Soria;Total;1934;2.643
Total Nacional;42 Soria;Total;1933;2.798
Total Nacional;42 Soria;Total;1932;2.795
Total Nacional;42 Soria;Total;1931;2.864
Total Nacional;42 Soria;Total;1930;2.759
Total Nacional;42 Soria;Hombres;1974;588
Total Nacional;42 Soria;Hombres;1973;608
Total Nacional;42 Soria;Hombres;1972;557
Total Nacional;42 Soria;Hombres;1971;638
Total Nacional;42 Soria;Hombres;1970;575
Total Nacional;42 Soria;Hombres;1969;675
Total Nacional;42 Soria;Hombres;1968;610
Total Nacional;42 Soria;Hombres;1967;642
Total Nacional;42 Soria;Hombres;1966;702
Total Nacional;42 Soria;Hombres;1965;654
Total Nacional;42 Soria;Hombres;1964;687
Total Nacional;42 Soria;Hombres;1963;805
Total Nacional;42 Soria;Hombres;1962;706
Total Nacional;42 Soria;Hombres;1961;741
Total Nacional;42 Soria;Hombres;1960;717
Total Nacional;42 Soria;Hombres;1959;""
Total Nacional;42 Soria;Hombres;1958;""
Total Nacional;42 Soria;Hombres;1957;""
Total Nacional;42 Soria;Hombres;1956;""
Total Nacional;42 Soria;Hombres;1955;""
Total Nacional;42 Soria;Hombres;1954;""
Total Nacional;42 Soria;Hombres;1953;""
Total Nacional;42 Soria;Hombres;1952;""
Total Nacional;42 Soria;Hombres;1951;""
Total Nacional;42 Soria;Hombres;1950;""
Total Nacional;42 Soria;Hombres;1949;""
Total Nacional;42 Soria;Hombres;1948;""
Total Nacional;42 Soria;Hombres;1947;""
Total Nacional;42 Soria;Hombres;1946;""
Total Nacional;42 Soria;Hombres;1945;""
Total Nacional;42 Soria;Hombres;1944;""
Total Nacional;42 Soria;Hombres;1943;""
Total Nacional;42 Soria;Hombres;1942;""
Total Nacional;42 Soria;Hombres;1941;""
Total Nacional;42 Soria;Hombres;1940;""
Total Nacional;42 Soria;Hombres;1939;""
Total Nacional;42 Soria;Hombres;1938;""
Total Nacional;42 Soria;Hombres;1937;""
Total Nacional;42 Soria;Hombres;1936;""
Total Nacional;42 Soria;Hombres;1935;""
Total Nacional;42 Soria;Hombres;1934;""
Total Nacional;42 Soria;Hombres;1933;""
Total Nacional;42 Soria;Hombres;1932;""
Total Nacional;42 Soria;Hombres;1931;""
Total Nacional;42 Soria;Hombres;1930;""
Total Nacional;42 Soria;Mujeres;1974;483
Total Nacional;42 Soria;Mujeres;1973;537
Total Nacional;42 Soria;Mujeres;1972;543
Total Nacional;42 Soria;Mujeres;1971;551
Total Nacional;42 Soria;Mujeres;1970;547
Total Nacional;42 Soria;Mujeres;1969;600
Total Nacional;42 Soria;Mujeres;1968;482
Total Nacional;42 Soria;Mujeres;1967;558
Total Nacional;42 Soria;Mujeres;1966;609
Total Nacional;42 Soria;Mujeres;1965;618
Total Nacional;42 Soria;Mujeres;1964;590
Total Nacional;42 Soria;Mujeres;1963;719
Total Nacional;42 Soria;Mujeres;1962;685
Total Nacional;42 Soria;Mujeres;1961;620
Total Nacional;42 Soria;Mujeres;1960;700
Total Nacional;42 Soria;Mujeres;1959;""
Total Nacional;42 Soria;Mujeres;1958;""
Total Nacional;42 Soria;Mujeres;1957;""
Total Nacional;42 Soria;Mujeres;1956;""
Total Nacional;42 Soria;Mujeres;1955;""
Total Nacional;42 Soria;Mujeres;1954;""
Total Nacional;42 Soria;Mujeres;1953;""
Total Nacional;42 Soria;Mujeres;1952;""
Total Nacional;42 Soria;Mujeres;1951;""
Total Nacional;42 Soria;Mujeres;1950;""
Total Nacional;42 Soria;Mujeres;1949;""
Total Nacional;42 Soria;Mujeres;1948;""
Total Nacional;42 Soria;Mujeres;1947;""
Total Nacional;42 Soria;Mujeres;1946;""
Total Nacional;42 Soria;Mujeres;1945;""
Total Nacional;42 Soria;Mujeres;1944;""
Total Nacional;42 Soria;Mujeres;1943;""
Total Nacional;42 Soria;Mujeres;1942;""
Total Nacional;42 Soria;Mujeres;1941;""
Total Nacional;42 Soria;Mujeres;1940;""
Total Nacional;42 Soria;Mujeres;1939;""
Total Nacional;42 Soria;Mujeres;1938;""
Total Nacional;42 Soria;Mujeres;1937;""
Total Nacional;42 Soria;Mujeres;1936;""
Total Nacional;42 Soria;Mujeres;1935;""
Total Nacional;42 Soria;Mujeres;1934;""
Total Nacional;42 Soria;Mujeres;1933;""
Total Nacional;42 Soria;Mujeres;1932;""
Total Nacional;42 Soria;Mujeres;1931;""
Total Nacional;42 Soria;Mujeres;1930;""
Total Nacional;43 Tarragona;Total;1974;4.731
Total Nacional;43 Tarragona;Total;1973;5.087
Total Nacional;43 Tarragona;Total;1972;4.690
Total Nacional;43 Tarragona;Total;1971;5.028
Total Nacional;43 Tarragona;Total;1970;4.605
Total Nacional;43 Tarragona;Total;1969;4.991
Total Nacional;43 Tarragona;Total;1968;4.530
Total Nacional;43 Tarragona;Total;1967;4.668
Total Nacional;43 Tarragona;Total;1966;4.463
Total Nacional;43 Tarragona;Total;1965;4.557
Total Nacional;43 Tarragona;Total;1964;4.419
Total Nacional;43 Tarragona;Total;1963;4.770
Total Nacional;43 Tarragona;Total;1962;4.446
Total Nacional;43 Tarragona;Total;1961;4.079
Total Nacional;43 Tarragona;Total;1960;4.503
Total Nacional;43 Tarragona;Total;1959;4.139
Total Nacional;43 Tarragona;Total;1958;4.136
Total Nacional;43 Tarragona;Total;1957;4.512
Total Nacional;43 Tarragona;Total;1956;4.696
Total Nacional;43 Tarragona;Total;1955;4.169
Total Nacional;43 Tarragona;Total;1954;4.076
Total Nacional;43 Tarragona;Total;1953;4.497
Total Nacional;43 Tarragona;Total;1952;4.150
Total Nacional;43 Tarragona;Total;1951;4.726
Total Nacional;43 Tarragona;Total;1950;4.421
Total Nacional;43 Tarragona;Total;1949;4.614
Total Nacional;43 Tarragona;Total;1948;4.176
Total Nacional;43 Tarragona;Total;1947;4.468
Total Nacional;43 Tarragona;Total;1946;4.520
Total Nacional;43 Tarragona;Total;1945;4.293
Total Nacional;43 Tarragona;Total;1944;4.579
Total Nacional;43 Tarragona;Total;1943;4.536
Total Nacional;43 Tarragona;Total;1942;4.997
Total Nacional;43 Tarragona;Total;1941;5.422
Total Nacional;43 Tarragona;Total;1940;5.086
Total Nacional;43 Tarragona;Total;1939;6.948
Total Nacional;43 Tarragona;Total;1938;10.456
Total Nacional;43 Tarragona;Total;1937;6.607
Total Nacional;43 Tarragona;Total;1936;5.513
Total Nacional;43 Tarragona;Total;1935;5.206
Total Nacional;43 Tarragona;Total;1934;4.711
Total Nacional;43 Tarragona;Total;1933;4.892
Total Nacional;43 Tarragona;Total;1932;5.285
Total Nacional;43 Tarragona;Total;1931;5.406
Total Nacional;43 Tarragona;Total;1930;4.843
Total Nacional;43 Tarragona;Hombres;1974;2.461
Total Nacional;43 Tarragona;Hombres;1973;2.594
Total Nacional;43 Tarragona;Hombres;1972;2.429
Total Nacional;43 Tarragona;Hombres;1971;2.603
Total Nacional;43 Tarragona;Hombres;1970;2.303
Total Nacional;43 Tarragona;Hombres;1969;2.604
Total Nacional;43 Tarragona;Hombres;1968;2.303
Total Nacional;43 Tarragona;Hombres;1967;2.391
Total Nacional;43 Tarragona;Hombres;1966;2.293
Total Nacional;43 Tarragona;Hombres;1965;2.273
Total Nacional;43 Tarragona;Hombres;1964;2.212
Total Nacional;43 Tarragona;Hombres;1963;2.347
Total Nacional;43 Tarragona;Hombres;1962;2.226
Total Nacional;43 Tarragona;Hombres;1961;2.054
Total Nacional;43 Tarragona;Hombres;1960;2.308
Total Nacional;43 Tarragona;Hombres;1959;""
Total Nacional;43 Tarragona;Hombres;1958;""
Total Nacional;43 Tarragona;Hombres;1957;""
Total Nacional;43 Tarragona;Hombres;1956;""
Total Nacional;43 Tarragona;Hombres;1955;""
Total Nacional;43 Tarragona;Hombres;1954;""
Total Nacional;43 Tarragona;Hombres;1953;""
Total Nacional;43 Tarragona;Hombres;1952;""
Total Nacional;43 Tarragona;Hombres;1951;""
Total Nacional;43 Tarragona;Hombres;1950;""
Total Nacional;43 Tarragona;Hombres;1949;""
Total Nacional;43 Tarragona;Hombres;1948;""
Total Nacional;43 Tarragona;Hombres;1947;""
Total Nacional;43 Tarragona;Hombres;1946;""
Total Nacional;43 Tarragona;Hombres;1945;""
Total Nacional;43 Tarragona;Hombres;1944;""
Total Nacional;43 Tarragona;Hombres;1943;""
Total Nacional;43 Tarragona;Hombres;1942;""
Total Nacional;43 Tarragona;Hombres;1941;""
Total Nacional;43 Tarragona;Hombres;1940;""
Total Nacional;43 Tarragona;Hombres;1939;""
Total Nacional;43 Tarragona;Hombres;1938;""
Total Nacional;43 Tarragona;Hombres;1937;""
Total Nacional;43 Tarragona;Hombres;1936;""
Total Nacional;43 Tarragona;Hombres;1935;""
Total Nacional;43 Tarragona;Hombres;1934;""
Total Nacional;43 Tarragona;Hombres;1933;""
Total Nacional;43 Tarragona;Hombres;1932;""
Total Nacional;43 Tarragona;Hombres;1931;""
Total Nacional;43 Tarragona;Hombres;1930;""
Total Nacional;43 Tarragona;Mujeres;1974;2.270
Total Nacional;43 Tarragona;Mujeres;1973;2.493
Total Nacional;43 Tarragona;Mujeres;1972;2.261
Total Nacional;43 Tarragona;Mujeres;1971;2.425
Total Nacional;43 Tarragona;Mujeres;1970;2.302
Total Nacional;43 Tarragona;Mujeres;1969;2.387
Total Nacional;43 Tarragona;Mujeres;1968;2.227
Total Nacional;43 Tarragona;Mujeres;1967;2.277
Total Nacional;43 Tarragona;Mujeres;1966;2.170
Total Nacional;43 Tarragona;Mujeres;1965;2.284
Total Nacional;43 Tarragona;Mujeres;1964;2.207
Total Nacional;43 Tarragona;Mujeres;1963;2.423
Total Nacional;43 Tarragona;Mujeres;1962;2.220
Total Nacional;43 Tarragona;Mujeres;1961;2.025
Total Nacional;43 Tarragona;Mujeres;1960;2.195
Total Nacional;43 Tarragona;Mujeres;1959;""
Total Nacional;43 Tarragona;Mujeres;1958;""
Total Nacional;43 Tarragona;Mujeres;1957;""
Total Nacional;43 Tarragona;Mujeres;1956;""
Total Nacional;43 Tarragona;Mujeres;1955;""
Total Nacional;43 Tarragona;Mujeres;1954;""
Total Nacional;43 Tarragona;Mujeres;1953;""
Total Nacional;43 Tarragona;Mujeres;1952;""
Total Nacional;43 Tarragona;Mujeres;1951;""
Total Nacional;43 Tarragona;Mujeres;1950;""
Total Nacional;43 Tarragona;Mujeres;1949;""
Total Nacional;43 Tarragona;Mujeres;1948;""
Total Nacional;43 Tarragona;Mujeres;1947;""
Total Nacional;43 Tarragona;Mujeres;1946;""
Total Nacional;43 Tarragona;Mujeres;1945;""
Total Nacional;43 Tarragona;Mujeres;1944;""
Total Nacional;43 Tarragona;Mujeres;1943;""
Total Nacional;43 Tarragona;Mujeres;1942;""
Total Nacional;43 Tarragona;Mujeres;1941;""
Total Nacional;43 Tarragona;Mujeres;1940;""
Total Nacional;43 Tarragona;Mujeres;1939;""
Total Nacional;43 Tarragona;Mujeres;1938;""
Total Nacional;43 Tarragona;Mujeres;1937;""
Total Nacional;43 Tarragona;Mujeres;1936;""
Total Nacional;43 Tarragona;Mujeres;1935;""
Total Nacional;43 Tarragona;Mujeres;1934;""
Total Nacional;43 Tarragona;Mujeres;1933;""
Total Nacional;43 Tarragona;Mujeres;1932;""
Total Nacional;43 Tarragona;Mujeres;1931;""
Total Nacional;43 Tarragona;Mujeres;1930;""
Total Nacional;44 Teruel;Total;1974;1.617
Total Nacional;44 Teruel;Total;1973;1.741
Total Nacional;44 Teruel;Total;1972;1.699
Total Nacional;44 Teruel;Total;1971;1.889
Total Nacional;44 Teruel;Total;1970;1.880
Total Nacional;44 Teruel;Total;1969;2.156
Total Nacional;44 Teruel;Total;1968;1.862
Total Nacional;44 Teruel;Total;1967;1.905
Total Nacional;44 Teruel;Total;1966;1.945
Total Nacional;44 Teruel;Total;1965;1.953
Total Nacional;44 Teruel;Total;1964;2.078
Total Nacional;44 Teruel;Total;1963;2.265
Total Nacional;44 Teruel;Total;1962;2.231
Total Nacional;44 Teruel;Total;1961;2.072
Total Nacional;44 Teruel;Total;1960;2.192
Total Nacional;44 Teruel;Total;1959;2.284
Total Nacional;44 Teruel;Total;1958;2.251
Total Nacional;44 Teruel;Total;1957;2.552
Total Nacional;44 Teruel;Total;1956;2.741
Total Nacional;44 Teruel;Total;1955;2.445
Total Nacional;44 Teruel;Total;1954;2.355
Total Nacional;44 Teruel;Total;1953;2.697
Total Nacional;44 Teruel;Total;1952;2.576
Total Nacional;44 Teruel;Total;1951;3.064
Total Nacional;44 Teruel;Total;1950;2.933
Total Nacional;44 Teruel;Total;1949;3.141
Total Nacional;44 Teruel;Total;1948;2.981
Total Nacional;44 Teruel;Total;1947;3.145
Total Nacional;44 Teruel;Total;1946;3.301
Total Nacional;44 Teruel;Total;1945;3.315
Total Nacional;44 Teruel;Total;1944;3.480
Total Nacional;44 Teruel;Total;1943;4.091
Total Nacional;44 Teruel;Total;1942;3.666
Total Nacional;44 Teruel;Total;1941;3.987
Total Nacional;44 Teruel;Total;1940;3.969
Total Nacional;44 Teruel;Total;1939;4.568
Total Nacional;44 Teruel;Total;1938;5.611
Total Nacional;44 Teruel;Total;1937;4.322
Total Nacional;44 Teruel;Total;1936;3.048
Total Nacional;44 Teruel;Total;1935;4.392
Total Nacional;44 Teruel;Total;1934;4.276
Total Nacional;44 Teruel;Total;1933;4.372
Total Nacional;44 Teruel;Total;1932;4.484
Total Nacional;44 Teruel;Total;1931;4.733
Total Nacional;44 Teruel;Total;1930;4.568
Total Nacional;44 Teruel;Hombres;1974;845
Total Nacional;44 Teruel;Hombres;1973;944
Total Nacional;44 Teruel;Hombres;1972;868
Total Nacional;44 Teruel;Hombres;1971;1.083
Total Nacional;44 Teruel;Hombres;1970;978
Total Nacional;44 Teruel;Hombres;1969;1.168
Total Nacional;44 Teruel;Hombres;1968;1.015
Total Nacional;44 Teruel;Hombres;1967;1.043
Total Nacional;44 Teruel;Hombres;1966;1.040
Total Nacional;44 Teruel;Hombres;1965;1.051
Total Nacional;44 Teruel;Hombres;1964;1.063
Total Nacional;44 Teruel;Hombres;1963;1.169
Total Nacional;44 Teruel;Hombres;1962;1.172
Total Nacional;44 Teruel;Hombres;1961;1.094
Total Nacional;44 Teruel;Hombres;1960;1.170
Total Nacional;44 Teruel;Hombres;1959;""
Total Nacional;44 Teruel;Hombres;1958;""
Total Nacional;44 Teruel;Hombres;1957;""
Total Nacional;44 Teruel;Hombres;1956;""
Total Nacional;44 Teruel;Hombres;1955;""
Total Nacional;44 Teruel;Hombres;1954;""
Total Nacional;44 Teruel;Hombres;1953;""
Total Nacional;44 Teruel;Hombres;1952;""
Total Nacional;44 Teruel;Hombres;1951;""
Total Nacional;44 Teruel;Hombres;1950;""
Total Nacional;44 Teruel;Hombres;1949;""
Total Nacional;44 Teruel;Hombres;1948;""
Total Nacional;44 Teruel;Hombres;1947;""
Total Nacional;44 Teruel;Hombres;1946;""
Total Nacional;44 Teruel;Hombres;1945;""
Total Nacional;44 Teruel;Hombres;1944;""
Total Nacional;44 Teruel;Hombres;1943;""
Total Nacional;44 Teruel;Hombres;1942;""
Total Nacional;44 Teruel;Hombres;1941;""
Total Nacional;44 Teruel;Hombres;1940;""
Total Nacional;44 Teruel;Hombres;1939;""
Total Nacional;44 Teruel;Hombres;1938;""
Total Nacional;44 Teruel;Hombres;1937;""
Total Nacional;44 Teruel;Hombres;1936;""
Total Nacional;44 Teruel;Hombres;1935;""
Total Nacional;44 Teruel;Hombres;1934;""
Total Nacional;44 Teruel;Hombres;1933;""
Total Nacional;44 Teruel;Hombres;1932;""
Total Nacional;44 Teruel;Hombres;1931;""
Total Nacional;44 Teruel;Hombres;1930;""
Total Nacional;44 Teruel;Mujeres;1974;772
Total Nacional;44 Teruel;Mujeres;1973;797
Total Nacional;44 Teruel;Mujeres;1972;831
Total Nacional;44 Teruel;Mujeres;1971;806
Total Nacional;44 Teruel;Mujeres;1970;902
Total Nacional;44 Teruel;Mujeres;1969;988
Total Nacional;44 Teruel;Mujeres;1968;847
Total Nacional;44 Teruel;Mujeres;1967;862
Total Nacional;44 Teruel;Mujeres;1966;905
Total Nacional;44 Teruel;Mujeres;1965;902
Total Nacional;44 Teruel;Mujeres;1964;1.015
Total Nacional;44 Teruel;Mujeres;1963;1.096
Total Nacional;44 Teruel;Mujeres;1962;1.059
Total Nacional;44 Teruel;Mujeres;1961;978
Total Nacional;44 Teruel;Mujeres;1960;1.022
Total Nacional;44 Teruel;Mujeres;1959;""
Total Nacional;44 Teruel;Mujeres;1958;""
Total Nacional;44 Teruel;Mujeres;1957;""
Total Nacional;44 Teruel;Mujeres;1956;""
Total Nacional;44 Teruel;Mujeres;1955;""
Total Nacional;44 Teruel;Mujeres;1954;""
Total Nacional;44 Teruel;Mujeres;1953;""
Total Nacional;44 Teruel;Mujeres;1952;""
Total Nacional;44 Teruel;Mujeres;1951;""
Total Nacional;44 Teruel;Mujeres;1950;""
Total Nacional;44 Teruel;Mujeres;1949;""
Total Nacional;44 Teruel;Mujeres;1948;""
Total Nacional;44 Teruel;Mujeres;1947;""
Total Nacional;44 Teruel;Mujeres;1946;""
Total Nacional;44 Teruel;Mujeres;1945;""
Total Nacional;44 Teruel;Mujeres;1944;""
Total Nacional;44 Teruel;Mujeres;1943;""
Total Nacional;44 Teruel;Mujeres;1942;""
Total Nacional;44 Teruel;Mujeres;1941;""
Total Nacional;44 Teruel;Mujeres;1940;""
Total Nacional;44 Teruel;Mujeres;1939;""
Total Nacional;44 Teruel;Mujeres;1938;""
Total Nacional;44 Teruel;Mujeres;1937;""
Total Nacional;44 Teruel;Mujeres;1936;""
Total Nacional;44 Teruel;Mujeres;1935;""
Total Nacional;44 Teruel;Mujeres;1934;""
Total Nacional;44 Teruel;Mujeres;1933;""
Total Nacional;44 Teruel;Mujeres;1932;""
Total Nacional;44 Teruel;Mujeres;1931;""
Total Nacional;44 Teruel;Mujeres;1930;""
Total Nacional;45 Toledo;Total;1974;4.545
Total Nacional;45 Toledo;Total;1973;4.229
Total Nacional;45 Toledo;Total;1972;4.309
Total Nacional;45 Toledo;Total;1971;4.639
Total Nacional;45 Toledo;Total;1970;4.236
Total Nacional;45 Toledo;Total;1969;4.633
Total Nacional;45 Toledo;Total;1968;4.285
Total Nacional;45 Toledo;Total;1967;4.358
Total Nacional;45 Toledo;Total;1966;4.236
Total Nacional;45 Toledo;Total;1965;4.312
